sample_id,proposal_seed,policy_seed,strategy,original_representation,best_representation,original_prediction,best_prediction,best_drift,candidate_query_budget,candidate_model_queries,total_model_queries,candidate_proposals,representation_valid_candidates,valid_candidates,accepted_candidates,acceptance_rate,perturbation_size,elapsed_seconds,proposal_operators,drift_per_model_query,query_budget_exhausted
row_2965,20262928,20262929,random,[*]CCCCC(=O)NCCCCCCNC(=O)CCCCS[*],[*]CCPCC(=O)SCCCCCNC(=O)CCCCS[*],5.141987323760986,4.5576252937316895,0.5843620300292969,12,12,13,74,14,14,0,,3,0.04983612199976051,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.04869683583577474,True
row_2965,20262928,20262930,greedy,[*]CCCCC(=O)NCCCCCCNC(=O)CCCCS[*],[*]CCCC(=O)SCCCCNCNC(=O)CCCCS[*],5.141987323760986,4.343194961547852,0.7987923622131348,12,12,13,74,16,16,8,0.5,3,0.04771754000012152,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.0665660301844279,True
row_2965,20262928,20262931,beam,[*]CCCCC(=O)NCCCCCCNC(=O)CCCCS[*],[*]CCNC(=O)NCCCCCCNC(=I)CCCCS[*],5.141987323760986,4.4402570724487305,0.7017302513122559,12,12,13,23,13,13,0,,3,0.02932981000003565,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.05847752094268799,True
row_2965,20262928,20262932,metropolis_mcmc,[*]CCCCC(=O)NCCCCCCNC(=O)CCCCS[*],[*]CCCC(=O)NCCSCCCNC(\O)CCCCS[*],5.141987323760986,4.413138389587402,0.728848934173584,12,12,13,42,14,14,9,0.6428571428571429,3,0.03776585300010993,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.060737411181131996,True
row_2965,20262928,20262933,evolutionary,[*]CCCCC(=O)NCCCCCCNC(=O)CCCCS[*],[*]CCCCC(=O)NCCCCCCNC(=O)CCNC#S[*],5.141987323760986,4.375528812408447,0.7664585113525391,12,12,13,19,12,12,0,,2,0.027360173000033683,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.0638715426127116,True
row_3514,20263937,20263938,random,[*]c1ccc(Oc2ccc(-c3nc4cc5sc([*])nc5cc4s3)cc2)cc1,[*]c1ccc(Oc2ccc(-c3nc4cc5ss([*])nc5cc4[nH]s3)cc2)ccN1,1.804718017578125,3.036224842071533,1.2315068244934082,12,12,13,102,24,24,0,,3,0.082769184999961,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.10262556870778401,True
row_3514,20263937,20263939,greedy,[*]c1ccc(Oc2ccc(-c3nc4cc5sc([*])nc5cc4s3)cc2)cc1,[*]c1ccc(Oc2ccnn(-c3nc4cc5sc([*])nc5cc4s3)cc2)cc1,1.804718017578125,3.6635217666625977,1.8588037490844727,12,12,13,345,81,81,4,0.04938271604938271,2,0.1836848809998628,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.15490031242370605,True
row_3514,20263937,20263940,beam,[*]c1ccc(Oc2ccc(-c3nc4cc5sc([*])nc5cc4s3)cc2)cc1,[*]c1ccc(Oc2ccc(-c3nc4cOc5sc([*])nc5cc4s3)cc2)c-c1,1.804718017578125,3.6956090927124023,1.8908910751342773,12,12,13,44,13,13,0,,2,0.03972639599987815,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.1575742562611898,True
row_3514,20263937,20263941,metropolis_mcmc,[*]c1ccc(Oc2ccc(-c3nc4cc5sc([*])nc5cc4s3)cc2)cc1,[*]c1ccc(Oc2ccs(-c3nc4cc5c([*])nc5cc4s3)cc2)cIc1,1.804718017578125,2.7686095237731934,0.9638915061950684,12,12,13,201,38,38,35,0.9210526315789473,3,0.12318191200029105,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.08032429218292236,True
row_3514,20263937,20263942,evolutionary,[*]c1ccc(Oc2ccc(-c3nc4cc5sc([*])nc5cc4s3)cc2)cc1,[*]c1ccc(Oc2ccc(-c3nc4cOc5sc([*])nc5cc4s3)cc2)ccI1,1.804718017578125,3.5822925567626953,1.7775745391845703,12,12,13,39,14,14,0,,2,0.03751018200000544,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.1481312115987142,True
row_3081,20264946,20264947,random,[*]OC(=O)CCCCCCCCC(=O)OC1COC2C([*])COC12,[*]OC(=O)CCCCPCCCC(=O)OC1COC2C([*])CO[Si]C12,5.790325164794922,6.12678337097168,0.3364582061767578,12,12,13,56,14,14,0,,2,0.03759001199978229,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.028038183848063152,True
row_3081,20264946,20264948,greedy,[*]OC(=O)CCCCCCCCC(=O)OC1COC2C([*])COC12,[*]OC(=O)[N+]CCCCCCCC(=O)OC1COC2C([*])SC12,5.790325164794922,3.173314094543457,2.617011070251465,12,12,13,72,13,13,6,0.46153846153846156,3,0.03924266500007434,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.21808425585428873,True
row_3081,20264946,20264949,beam,[*]OC(=O)CCCCCCCCC(=O)OC1COC2C([*])COC12,[*]OC(\O)CCCCCCCCC(=O)[N-]OC1COC2C([*])CO[Si]C12,5.790325164794922,6.311110496520996,0.5207853317260742,12,12,13,28,13,13,0,,3,0.0249796680000145,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.043398777643839516,True
row_3081,20264946,20264950,metropolis_mcmc,[*]OC(=O)CCCCCCCCC(=O)OC1COC2C([*])COC12,[*]OC(=O)C[N+]CCC[Si]CCC(=O)[Si]C1COC2C([*])COC12,5.790325164794922,5.297993183135986,0.49233198165893555,12,12,13,85,12,12,9,0.75,3,0.04509052599996721,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.04102766513824463,True
row_3081,20264946,20264951,evolutionary,[*]OC(=O)CCCCCCCCC(=O)OC1COC2C([*])COC12,[*]OC(=O)CCCCCCCC(=O)OC1OC2C([*])COC12,5.790325164794922,6.3720269203186035,0.5817017555236816,12,12,13,34,13,13,0,,2,0.037503388000004634,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.04847514629364014,True
row_3195,20265955,20265956,random,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cc(C(=O)O)cc(N3C(=O)c4ccc([*])cc4C3=O)c1)C2=O,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cc(C(=O)O)[N+]cc(N3C(=O)c=4ccc([*])cc4C3=O)c1)C2=O,2.6593053340911865,1.9031693935394287,0.7561359405517578,12,12,13,143,30,30,0,,2,0.15571176700041178,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.06301132837931316,True
row_3195,20265955,20265957,greedy,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cc(C(=O)O)cc(N3C(=O)c4ccc([*])cc4C3=O)c1)C2=O,[*]C(=O)c1ccc2c(c1)P(=O)N(c1cc(C(=O)O)[N+]cc(N3C(=O)c=4ccc([*])cc4C3=O)c1)C2=O,2.6593053340911865,1.8987154960632324,0.7605898380279541,12,12,13,66,23,23,3,0.13043478260869565,3,0.12340087399979893,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.06338248650232951,True
row_3195,20265955,20265958,beam,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cc(C(=O)O)cc(N3C(=O)c4ccc([*])cc4C3=O)c1)C2=O,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cc(C(=O)O)[N+]cc(N3C(=O)c=4ccc([*])cc4C3=O)c1)C2=O,2.6593053340911865,1.9031693935394287,0.7561359405517578,12,12,13,62,12,12,0,,2,0.07470092500034298,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.06301132837931316,True
row_3195,20265955,20265959,metropolis_mcmc,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cc(C(=O)O)cc(N3C(=O)c4ccc([*])cc4C3=O)c1)C2=O,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cc(C(=O)O)[N+]cc(N3C(=O)c=4ccc([*])cc4C3=O)c1)C2=O,2.6593053340911865,1.9031693935394287,0.7561359405517578,12,12,13,62,19,19,6,0.3157894736842105,2,0.09046882199982065,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.06301132837931316,True
row_3195,20265955,20265960,evolutionary,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cc(C(=O)O)cc(N3C(=O)c4ccc([*])cc4C3=O)c1)C2=O,[*]C(=O)c1ccc2c(n1)C(=O)N(c1cc(C(\O)O)cc(N3C(=O)c=4ccc([*])cc4C3=O)c1)C2=O,2.6593053340911865,3.2576122283935547,0.5983068943023682,12,12,13,58,13,13,0,,3,0.0718863950000923,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.04985890785853068,True
row_3473,20266964,20266965,random,[*]Oc1c(Cl)cc(NC(=O)Nc2ccc(Cc3ccc(NC([*])=O)cc3)cc2)cc1Cl,[*]Oc1c(Cl)cc(NC(=O)Oc2cIcc(Cc3ccc(NC([*])=C)cc3)cc2)cc1Cl,4.063875198364258,4.637673854827881,0.573798656463623,12,12,13,74,20,20,0,,3,0.07494829999996,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.04781655470530192,True
row_3473,20266964,20266966,greedy,[*]Oc1c(Cl)cc(NC(=O)Nc2ccc(Cc3ccc(NC([*])=O)cc3)cc2)cc1Cl,[*]Oc1c(Cl)cc(NC(=O)Oc2cOcc(Cc3ccc(NC([*])=C)cc3)cc2)cc1Cl,4.063875198364258,4.6623640060424805,0.5984888076782227,12,12,13,149,40,40,5,0.125,3,0.13403170399988085,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.049874067306518555,True
row_3473,20266964,20266967,beam,[*]Oc1c(Cl)cc(NC(=O)Nc2ccc(Cc3ccc(NC([*])=O)cc3)cc2)cc1Cl,[*]Oc1c(Cl)cc(NC(=O)Oc2cIcc(Cc3ccc(NC([*])=O)cc3)cc2)cc1Cl,4.063875198364258,4.578800201416016,0.5149250030517578,12,12,13,22,12,12,0,,2,0.02981361399997695,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.04291041692097982,True
row_3473,20266964,20266968,metropolis_mcmc,[*]Oc1c(Cl)cc(NC(=O)Nc2ccc(Cc3ccc(NC([*])=O)cc3)cc2)cc1Cl,[*]Oc1c(Cl)cc(NC(=O)Oc2cIcc(Cc3ccc(NC([*])=C)cc3)cc2)cc1Cl,4.063875198364258,4.637673854827881,0.573798656463623,12,12,13,127,36,36,20,0.5555555555555556,3,0.09793942299984337,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.04781655470530192,True
row_3473,20266964,20266969,evolutionary,[*]Oc1c(Cl)cc(NC(=O)Nc2ccc(Cc3ccc(NC([*])=O)cc3)cc2)cc1Cl,[*]Oc1c(Cl)cc(NC(=O)Oc2ccc(c3ccc(NC([*])=O)cc3)cc2)cc1Cl,4.063875198364258,4.639790058135986,0.5759148597717285,12,12,13,28,12,12,0,,2,0.029906323999966844,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.04799290498097738,True
row_3051,20267973,20267974,random,[*]Cc1ccc(COC(=O)CCCC(=O)O[*])cc1,[*]Cc1ccc(OC(=O)CNCC(=O)O[*])cc1,4.846907615661621,5.386115550994873,0.539207935333252,12,12,13,162,25,25,0,,2,0.05492433900008109,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.04493399461110433,True
row_3051,20267973,20267975,greedy,[*]Cc1ccc(COC(=O)CCCC(=O)O[*])cc1,[*]c1ccc(OC(=O)CNCC(=O)O[*])cc1,4.846907615661621,3.8310394287109375,1.0158681869506836,12,12,13,47,17,17,3,0.17647058823529413,3,0.026805108999724325,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.0846556822458903,True
row_3051,20267973,20267976,beam,[*]Cc1ccc(COC(=O)CCCC(=O)O[*])cc1,[*]Cc1ccc(OCC(=O)NCCC(=O)O[*])cc1,4.846907615661621,5.434037685394287,0.587130069732666,12,12,13,26,12,12,0,,3,0.02000946699990891,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.048927505811055504,True
row_3051,20267973,20267977,metropolis_mcmc,[*]Cc1ccc(COC(=O)CCCC(=O)O[*])cc1,[*]Cc1ccc(OC(/O)NCCC(=O)O[*])cc1,4.846907615661621,5.488152503967285,0.6412448883056641,12,12,13,141,46,46,33,0.717391304347826,3,0.0531038509998325,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.05343707402547201,True
row_3051,20267973,20267978,evolutionary,[*]Cc1ccc(COC(=O)CCCC(=O)O[*])cc1,[*]Cc1ccc(OCC(=O)CCCC(-O)O[*])cc1,4.846907615661621,5.3890380859375,0.5421304702758789,12,12,13,28,12,12,0,,3,0.02122271100006401,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.04517753918965658,True
row_3446,20268982,20268983,random,[*]CCS[*],[*]C[*],4.937206268310547,7.165193557739258,2.227987289428711,12,12,13,61,33,20,0,,2,0.014219252000202687,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.18566560745239258,True
row_3446,20268982,20268984,greedy,[*]CCS[*],[*]NS[*],4.937206268310547,2.281898260116577,2.6553080081939697,12,12,13,38,25,22,4,0.18181818181818182,2,0.010680562000288774,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.22127566734949747,True
row_3446,20268982,20268985,beam,[*]CCS[*],[*]C[*],4.937206268310547,7.165193557739258,2.227987289428711,12,12,13,20,17,15,0,,2,0.009916199000144843,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.18566560745239258,True
row_3446,20268982,20268986,metropolis_mcmc,[*]CCS[*],[*]NS[*],4.937206268310547,2.281898260116577,2.6553080081939697,12,12,13,38,25,22,4,0.18181818181818182,2,0.010668552999959502,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.22127566734949747,True
row_3446,20268982,20268987,evolutionary,[*]CCS[*],[*]CC[N-]\S[*],4.937206268310547,6.144552707672119,1.2073464393615723,12,12,13,19,17,17,0,,2,0.009929045000262704,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.10061220328013103,True
row_3553,20269991,20269992,random,[*]Oc1ccc(Oc2ccc(OC([*])=O)cc2)cc1,[*]Sc1ccc(Oc2ccc(OC([*])=O)csn2)cc1,4.467090606689453,3.2590084075927734,1.2080821990966797,12,12,13,58,19,19,0,,3,0.02995411600022635,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.10067351659138997,True
row_3553,20269991,20269993,greedy,[*]Oc1ccc(Oc2ccc(OC([*])=O)cc2)cc1,[*]Sc1ccc(Oc2ccc(OC([*])=O)csn2)cc1,4.467090606689453,3.2590084075927734,1.2080821990966797,12,12,13,53,19,19,5,0.2631578947368421,3,0.02784575899977426,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.10067351659138997,True
row_3553,20269991,20269994,beam,[*]Oc1ccc(Oc2ccc(OC([*])=O)cc2)cc1,[*]Oc1ccc(Oc2ccc(OC([*])=O)csc2)cc1,4.467090606689453,3.3563408851623535,1.1107497215270996,12,12,13,28,14,14,0,,1,0.021188751999943634,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.09256247679392497,True
row_3553,20269991,20269995,metropolis_mcmc,[*]Oc1ccc(Oc2ccc(OC([*])=O)cc2)cc1,[*]Sc1ccc(Oc2ccc(OC([*])=O)csn2)cc1,4.467090606689453,3.2590084075927734,1.2080821990966797,12,12,13,53,19,19,10,0.5263157894736842,3,0.02965671000038128,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.10067351659138997,True
row_3553,20269991,20269996,evolutionary,[*]Oc1ccc(Oc2ccc(OC([*])=O)cc2)cc1,[*]Oc1Occc(Oc2ccc(OC([*])=O)c/sc2)cc1,4.467090606689453,1.5683422088623047,2.8987483978271484,12,12,13,47,16,16,0,,3,0.03147118699962448,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.2415623664855957,True
row_3530,20271000,20271001,random,[*]c1ccc(C(C#N)(C(=O)O)C([*])(C#N)C(=O)O)cc1,[*]1cnc(C(C#N)(C(=O)O)C([*])(C#N)C(=O)SO)cc1,4.782159805297852,4.276339054107666,0.5058207511901855,12,12,13,261,16,16,0,,3,0.10871296699997401,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.04215172926584879,True
row_3530,20271000,20271002,greedy,[*]c1ccc(C(C#N)(C(=O)O)C([*])(C#N)C(=O)O)cc1,[*]1ccc(C(C#C)(C(=O)O)C([*])(C#N)C(=O)S)cc1,4.782159805297852,3.5081584453582764,1.2740013599395752,12,12,13,670,21,21,4,0.19047619047619047,3,0.24205845400001635,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.1061667799949646,True
row_3530,20271000,20271003,beam,[*]c1ccc(C(C#N)(C(=O)O)C([*])(C#N)C(=O)O)cc1,[*]c1ccc(C[Si](C#N)(C(=O)C)C([*])(C#N)C(=O)OS)cc1,4.782159805297852,4.147159099578857,0.6350007057189941,12,12,13,36,13,13,0,,3,0.02771147299972654,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.05291672547658285,True
row_3530,20271000,20271004,metropolis_mcmc,[*]c1ccc(C(C#N)(C(=O)O)C([*])(C#N)C(=O)O)cc1,[*]1ccc(C(C#C)(C(=O)O)C([*])(C#N)C(=O)S)cc1,4.782159805297852,3.5081584453582764,1.2740013599395752,12,12,13,608,19,19,6,0.3157894736842105,3,0.2221385900002133,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.1061667799949646,True
row_3530,20271000,20271005,evolutionary,[*]c1ccc(C(C#N)(C(=O)O)C([*])(C#N)C(=O)O)cc1,[*]c1ccc(C(C\N)(C(=O)Br)C([*])(C#N)C(=O)OS)cc1,4.782159805297852,3.848454475402832,0.9337053298950195,12,12,13,34,13,13,0,,3,0.028864720999990823,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.07780877749125163,True
row_2996,20272009,20272010,random,[*]CCCCCCOC(=O)C(=O)O[*],[*]C[N-]CCCCCC(=O)C(=O)C[*],6.581609725952148,5.737974166870117,0.8436355590820312,12,12,13,57,24,24,0,,3,0.019877824000104738,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.07030296325683594,True
row_2996,20272009,20272011,greedy,[*]CCCCCCOC(=O)C(=O)O[*],[*]CCCNCCC(=O)C(=O)C[*],6.581609725952148,5.44938325881958,1.1322264671325684,12,12,13,52,18,18,8,0.4444444444444444,3,0.01993668000022808,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.09435220559438069,True
row_2996,20272009,20272012,beam,[*]CCCCCCOC(=O)C(=O)O[*],[*]CC[N-]CCCCOC(=O)C(=O)C[*],6.581609725952148,5.399435043334961,1.1821746826171875,12,12,13,22,14,14,0,,2,0.014235857999665313,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.09851455688476562,True
row_2996,20272009,20272013,metropolis_mcmc,[*]CCCCCCOC(=O)C(=O)O[*],[*]CCCNCCC(=O)C(=O)C[*],6.581609725952148,5.44938325881958,1.1322264671325684,12,12,13,52,18,18,8,0.4444444444444444,3,0.01892504799980088,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.09435220559438069,True
row_2996,20272009,20272014,evolutionary,[*]CCCCCCOC(=O)C(=O)O[*],[*]CC[N-]CCCCOC(=O)C(=O)O[*],6.581609725952148,5.442358016967773,1.139251708984375,12,12,13,24,13,13,0,,1,0.014447907999965537,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.09493764241536458,True
row_3496,20273018,20273019,random,[*]CC([*])(C)C(=O)Oc1ccc(N=Nc2ccc(C#N)cc2)cc1,[*]C([*])(C)C(/O)Oc1ccc(N=Nc2ccc(C#N)cc2)cc1,3.7983763217926025,3.171097755432129,0.6272785663604736,12,12,13,281,15,15,0,,2,0.11412639699983629,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.0522732138633728,True
row_3496,20273018,20273020,greedy,[*]CC([*])(C)C(=O)Oc1ccc(N=Nc2ccc(C#N)cc2)cc1,[*]CC([*])(C)[N+]C(=O)Oc1ccc(N=Ic2ccc(C#N)cc2)cc1,3.7983763217926025,3.091350793838501,0.7070255279541016,12,12,13,38,12,12,2,0.16666666666666666,2,0.033213835999958974,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.05891879399617513,True
row_3496,20273018,20273021,beam,[*]CC([*])(C)C(=O)Oc1ccc(N=Nc2ccc(C#N)cc2)cc1,[*]CC([*])(C)[N+]C(=O)Oc1ccc(N=Nc2ccc(C#N)cc2)cc1,3.7983763217926025,3.3536877632141113,0.4446885585784912,12,12,13,70,16,16,0,,1,0.04963277200022276,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.03705737988154093,True
row_3496,20273018,20273022,metropolis_mcmc,[*]CC([*])(C)C(=O)Oc1ccc(N=Nc2ccc(C#N)cc2)cc1,[*]CC([*])(C)C(/O)Oc1ccc(N=Nc2ccc(C-N)ccC2)cc1,3.7983763217926025,4.344994068145752,0.5466177463531494,12,12,13,83,16,16,11,0.6875,3,0.05186695000020336,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.04555147886276245,True
row_3496,20273018,20273023,evolutionary,[*]CC([*])(C)C(=O)Oc1ccc(N=Nc2ccc(C#N)cc2)cc1,[*]C([*])(C)C(=O)Oc1ccc(P=NNc2ccc(C#N)cc2)cc1,3.7983763217926025,3.1028385162353516,0.695537805557251,12,12,13,31,12,12,0,,3,0.031528041000001394,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.057961483796437584,True
row_3008,20274027,20274028,random,[*]Oc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc([*])cc6)CC6CCC5C6)cc4)cc3)cc2)cc1,[*]Oc1occc(C(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc([*])cc6)CC6CC5C6)cc4)cc3)cc2)cc1,4.0600433349609375,4.568986892700195,0.5089435577392578,12,12,13,248,52,52,0,,3,0.2869697400001314,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.04241196314493815,True
row_3008,20274027,20274029,greedy,[*]Oc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc([*])cc6)CC6CCC5C6)cc4)cc3)cc2)cc1,[*]1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc([*])cc6)CC6CC5C6)cc4)cc3)cc2)cc1,4.0600433349609375,3.21940541267395,0.8406379222869873,12,12,13,42,13,13,3,0.23076923076923078,3,0.05603715799998099,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.07005316019058228,True
row_3008,20274027,20274030,beam,[*]Oc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc([*])cc6)CC6CCC5C6)cc4)cc3)cc2)cc1,[*]c1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc([*])cc6)CC6CCC56)cc4)cc3)cc2)cc1,4.0600433349609375,3.4022064208984375,0.6578369140625,12,12,13,33,12,12,0,,2,0.045285428000170214,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.054819742838541664,True
row_3008,20274027,20274031,metropolis_mcmc,[*]Oc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc([*])cc6)CC6CCC5C6)cc4)cc3)cc2)cc1,[*]c1ccc(C(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc([*])cc6)CC6CsC5C6)cc4)cc3)cc2)cc1,4.0600433349609375,1.9929862022399902,2.0670571327209473,12,12,13,63,13,13,4,0.3076923076923077,3,0.06927340999982334,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.17225476106007895,True
row_3008,20274027,20274032,evolutionary,[*]Oc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc([*])cc6)CC6CCC5C6)cc4)cc3)cc2)cc1,[*]c1ccc(C(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc([*])cc6)CC6CCC56)cc4)cc3)cc2)cc1,4.0600433349609375,3.164799690246582,0.8952436447143555,12,12,13,62,13,13,0,,3,0.0754763320001075,"['substitution', 'insertion', 'deletion', 'rearrangement']",0.07460363705952962,True
