source_index,original_representation,adversarial_representation,attack_family,canonical_equivalent,label_basis,target_value,teacher_model_hash,property_value
2,c1c(*)ccc(c1)Oc1ccc(Oc2ccc(cc2)-n2c(c3cc4c(=O)n(c(c4cc3c2=O)=O)*)=O)cc1C(C)(C)C,c1c(*)ccc(c1)Oc1ccc(Oc2ccc(cc2)-n2c(c3cc4c(=O)n(c(c4cc3c2=O)=O)*)=O)cc1C(C)(C)C,randomization,True,measured_inherited_equivalent,1.9571,,1.9571
3,[*]Oc1ccc(Oc2ccc(C=NCCCCCCN=Cc3ccc([*])cc3)cc2)cc1,[*]Oc1ccc(Oc2ccc(C=NCCCCCCN=Cc3ccc([*])cc3)cc2)cc1,clean,True,measured,4.2528,,4.2528
3,c1cc(ccc1*)C=NCCCCCCN=Cc1ccc(Oc2ccc(O*)cc2)cc1,c1cc(ccc1*)C=NCCCCCCN=Cc1ccc(Oc2ccc(O*)cc2)cc1,randomization,True,measured_inherited_equivalent,4.2528,,4.2528
3,c1c(ccc(*)c1)C=NCCCCCCN=Cc1ccc(cc1)Oc1ccc(cc1)O*,c1c(ccc(*)c1)C=NCCCCCCN=Cc1ccc(cc1)Oc1ccc(cc1)O*,randomization,True,measured_inherited_equivalent,4.2528,,4.2528
3,C(c1ccc(*)cc1)=NCCCCCCN=Cc1ccc(Oc2ccc(O*)cc2)cc1,C(c1ccc(*)cc1)=NCCCCCCN=Cc1ccc(Oc2ccc(O*)cc2)cc1,randomization,True,measured_inherited_equivalent,4.2528,,4.2528
4,[*]CC(=O)C([*])c1ccc(F)cc1,[*]CC(=O)C([*])c1ccc(F)cc1,clean,True,measured,4.1155,,4.1155
4,c1(C(*)C(C*)=O)ccc(F)cc1,c1(C(*)C(C*)=O)ccc(F)cc1,randomization,True,measured_inherited_equivalent,4.1155,,4.1155
4,c1cc(F)ccc1C(*)C(C*)=O,c1cc(F)ccc1C(*)C(C*)=O,randomization,True,measured_inherited_equivalent,4.1155,,4.1155
4,Fc1ccc(C(C(=O)C*)*)cc1,Fc1ccc(C(C(=O)C*)*)cc1,randomization,True,measured_inherited_equivalent,4.1155,,4.1155
5,[*]Oc1cccc([*])c1,[*]Oc1cccc([*])c1,clean,True,measured,5.0109,,5.0109
5,c1c(O*)cc(*)cc1,c1c(O*)cc(*)cc1,randomization,True,measured_inherited_equivalent,5.0109,,5.0109
5,c1ccc(cc1O*)*,c1ccc(cc1O*)*,randomization,True,measured_inherited_equivalent,5.0109,,5.0109
5,c1(cc(O*)ccc1)*,c1(cc(O*)ccc1)*,randomization,True,measured_inherited_equivalent,5.0109,,5.0109
6,[*]OC(=O)CCSCc1ccc(CSCCC([*])=O)cc1,[*]OC(=O)CCSCc1ccc(CSCCC([*])=O)cc1,clean,True,measured,4.4934,,4.4934
6,O=C(O*)CCSCc1ccc(cc1)CSCCC(*)=O,O=C(O*)CCSCc1ccc(cc1)CSCCC(*)=O,randomization,True,measured_inherited_equivalent,4.4934,,4.4934
6,S(CCC(=O)*)Cc1ccc(CSCCC(O*)=O)cc1,S(CCC(=O)*)Cc1ccc(CSCCC(O*)=O)cc1,randomization,True,measured_inherited_equivalent,4.4934,,4.4934
6,O=C(CCSCc1ccc(cc1)CSCCC(=O)*)O*,O=C(CCSCc1ccc(cc1)CSCCC(=O)*)O*,randomization,True,measured_inherited_equivalent,4.4934,,4.4934
7,[*]CC(CC(Cl)(Cl)Cl)O[*],[*]CC(CC(Cl)(Cl)Cl)O[*],clean,True,measured,5.5252,,5.5252
7,ClC(Cl)(CC(C*)O*)Cl,ClC(Cl)(CC(C*)O*)Cl,randomization,True,measured_inherited_equivalent,5.5252,,5.5252
7,C(CC(Cl)(Cl)Cl)(O*)C*,C(CC(Cl)(Cl)Cl)(O*)C*,randomization,True,measured_inherited_equivalent,5.5252,,5.5252
7,*OC(C*)CC(Cl)(Cl)Cl,*OC(C*)CC(Cl)(Cl)Cl,randomization,True,measured_inherited_equivalent,5.5252,,5.5252
8,[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1CCCCCCC,[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1CCCCCCC,clean,True,measured,3.6937,,3.6937
8,c1c(ccc(c1)C(=O)Oc1ccc(c(c1)CCCCCCC)O*)C(=O)*,c1c(ccc(c1)C(=O)Oc1ccc(c(c1)CCCCCCC)O*)C(=O)*,randomization,True,measured_inherited_equivalent,3.6937,,3.6937
8,C(CCCC)CCc1c(ccc(OC(c2ccc(cc2)C(=O)*)=O)c1)O*,C(CCCC)CCc1c(ccc(OC(c2ccc(cc2)C(=O)*)=O)c1)O*,randomization,True,measured_inherited_equivalent,3.6937,,3.6937
8,c1(ccc(C(=O)*)cc1)C(Oc1cc(CCCCCCC)c(cc1)O*)=O,c1(ccc(C(=O)*)cc1)C(Oc1cc(CCCCCCC)c(cc1)O*)=O,randomization,True,measured_inherited_equivalent,3.6937,,3.6937
9,[*]c1csc([*])c1,[*]c1csc([*])c1,clean,True,measured,3.5004,,3.5004
9,c1(cc(*)sc1)*,c1(cc(*)sc1)*,randomization,True,measured_inherited_equivalent,3.5004,,3.5004
9,c1(cc(sc1)*)*,c1(cc(sc1)*)*,randomization,True,measured_inherited_equivalent,3.5004,,3.5004
9,s1c(*)cc(*)c1,s1c(*)cc(*)c1,randomization,True,measured_inherited_equivalent,3.5004,,3.5004
10,[*]C1CC([*])OC(O)O1,[*]C1CC([*])OC(O)O1,clean,True,measured,6.5411,,6.5411
10,O1C(CC(OC1O)*)*,O1C(CC(OC1O)*)*,randomization,True,measured_inherited_equivalent,6.5411,,6.5411
10,O1C(*)CC(OC1O)*,O1C(*)CC(OC1O)*,randomization,True,measured_inherited_equivalent,6.5411,,6.5411
10,C1C(OC(O)OC1*)*,C1C(OC(O)OC1*)*,randomization,True,measured_inherited_equivalent,6.5411,,6.5411
11,[*]Oc1cccc(OC(=O)c2ccc(Oc3ccc(C([*])=O)cc3)cc2)c1,[*]Oc1cccc(OC(=O)c2ccc(Oc3ccc(C([*])=O)cc3)cc2)c1,clean,True,measured,4.1878,,4.1878
11,c1c(ccc(C(=O)Oc2cccc(O*)c2)c1)Oc1ccc(cc1)C(*)=O,c1c(ccc(C(=O)Oc2cccc(O*)c2)c1)Oc1ccc(cc1)C(*)=O,randomization,True,measured_inherited_equivalent,4.1878,,4.1878
11,C(Oc1cc(O*)ccc1)(c1ccc(cc1)Oc1ccc(C(*)=O)cc1)=O,C(Oc1cc(O*)ccc1)(c1ccc(cc1)Oc1ccc(C(*)=O)cc1)=O,randomization,True,measured_inherited_equivalent,4.1878,,4.1878
11,c1(Oc2ccc(C(=O)Oc3cc(ccc3)O*)cc2)ccc(C(=O)*)cc1,c1(Oc2ccc(C(=O)Oc3cc(ccc3)O*)cc2)ccc(C(=O)*)cc1,randomization,True,measured_inherited_equivalent,4.1878,,4.1878
12,[*]CCCOC(=O)CCCCCCCCCC(=O)O[*],[*]CCCOC(=O)CCCCCCCCCC(=O)O[*],clean,True,measured,6.7038,,6.7038
12,C(CCCCCCCCC(=O)O*)C(OCCC*)=O,C(CCCCCCCCC(=O)O*)C(OCCC*)=O,randomization,True,measured_inherited_equivalent,6.7038,,6.7038
12,C(CCCCCCC(=O)OCCC*)CCC(O*)=O,C(CCCCCCC(=O)OCCC*)CCC(O*)=O,randomization,True,measured_inherited_equivalent,6.7038,,6.7038
12,C(CCCCC(OCCC*)=O)CCCCC(=O)O*,C(CCCCC(OCCC*)=O)CCCCC(=O)O*,randomization,True,measured_inherited_equivalent,6.7038,,6.7038
13,[*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCC)C(=O)N[*],[*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCC)C(=O)N[*],clean,True,measured,5.7343,,5.7343
13,C(C(C(N*)=O)C(=O)NCCCCCC*)CCCCCCCCCCCCCC,C(C(C(N*)=O)C(=O)NCCCCCC*)CCCCCCCCCCCCCC,randomization,True,measured_inherited_equivalent,5.7343,,5.7343
13,C(CC*)CCCNC(C(C(N*)=O)CCCCCCCCCCCCCCC)=O,C(CC*)CCCNC(C(C(N*)=O)CCCCCCCCCCCCCCC)=O,randomization,True,measured_inherited_equivalent,5.7343,,5.7343
13,O=C(C(CCCCCCCCCCCCCCC)C(NCCCCCC*)=O)N*,O=C(C(CCCCCCCCCCCCCCC)C(NCCCCCC*)=O)N*,randomization,True,measured_inherited_equivalent,5.7343,,5.7343
14,[*]Nc1ccc([*])cc1OCCCCCCCCCCCC,[*]Nc1ccc([*])cc1OCCCCCCCCCCCC,clean,True,measured,3.9219,,3.9219
14,C(CCCCCCCCCCOc1c(ccc(*)c1)N*)C,C(CCCCCCCCCCOc1c(ccc(*)c1)N*)C,randomization,True,measured_inherited_equivalent,3.9219,,3.9219
14,C(CCCCCCOc1cc(*)ccc1N*)CCCCC,C(CCCCCCOc1cc(*)ccc1N*)CCCCC,randomization,True,measured_inherited_equivalent,3.9219,,3.9219
14,c1(*)cc(OCCCCCCCCCCCC)c(N*)cc1,c1(*)cc(OCCCCCCCCCCCC)c(N*)cc1,randomization,True,measured_inherited_equivalent,3.9219,,3.9219
15,[*]c1ccc(S([*])(=O)=O)cc1,[*]c1ccc(S([*])(=O)=O)cc1,clean,True,measured,3.8258,,3.8258
15,c1cc(*)ccc1S(=O)(*)=O,c1cc(*)ccc1S(=O)(*)=O,randomization,True,measured_inherited_equivalent,3.8258,,3.8258
15,O=S(=O)(c1ccc(*)cc1)*,O=S(=O)(c1ccc(*)cc1)*,randomization,True,measured_inherited_equivalent,3.8258,,3.8258
15,c1c(S(=O)(=O)*)ccc(c1)*,c1c(S(=O)(=O)*)ccc(c1)*,randomization,True,measured_inherited_equivalent,3.8258,,3.8258
16,[*]CCCNC(=O)CCCCCCCCC(=O)NCCCNC(=O)C(=O)N[*],[*]CCCNC(=O)CCCCCCCCC(=O)NCCCNC(=O)C(=O)N[*],clean,True,measured,5.6387,,5.6387
16,N(C(CCCCCCCCC(NCCC*)=O)=O)CCCNC(C(N*)=O)=O,N(C(CCCCCCCCC(NCCC*)=O)=O)CCCNC(C(N*)=O)=O,randomization,True,measured_inherited_equivalent,5.6387,,5.6387
16,C(NC(=O)C(N*)=O)CCNC(CCCCCCCCC(NCCC*)=O)=O,C(NC(=O)C(N*)=O)CCNC(CCCCCCCCC(NCCC*)=O)=O,randomization,True,measured_inherited_equivalent,5.6387,,5.6387
16,C(C(NCCC*)=O)CCCCCCCC(=O)NCCCNC(=O)C(=O)N*,C(C(NCCC*)=O)CCCCCCCC(=O)NCCCNC(=O)C(=O)N*,randomization,True,measured_inherited_equivalent,5.6387,,5.6387
17,[*]c1cc(CCCCCCCCCC)c([*])s1,[*]c1cc(CCCCCCCCCC)c([*])s1,clean,True,measured,2.3836,,2.3836
17,C(Cc1c(sc(c1)*)*)CCCCCCCC,C(Cc1c(sc(c1)*)*)CCCCCCCC,randomization,True,measured_inherited_equivalent,2.3836,,2.3836
17,C(CCCc1c(*)sc(*)c1)CCCCCC,C(CCCc1c(*)sc(*)c1)CCCCCC,randomization,True,measured_inherited_equivalent,2.3836,,2.3836
17,C(CCCCCCCCc1c(sc(*)c1)*)C,C(CCCCCCCCc1c(sc(*)c1)*)C,randomization,True,measured_inherited_equivalent,2.3836,,2.3836
18,[*]CC([*])(C)C(=O)OCc1ccc2c(c1)c1ccccc1n2CC,[*]CC([*])(C)C(=O)OCc1ccc2c(c1)c1ccccc1n2CC,clean,True,measured,3.4577,,3.4577
18,c12ccccc1n(c1ccc(COC(=O)C(C*)(*)C)cc12)CC,c12ccccc1n(c1ccc(COC(=O)C(C*)(*)C)cc12)CC,randomization,True,measured_inherited_equivalent,3.4577,,3.4577
18,O=C(OCc1ccc2c(c3c(n2CC)cccc3)c1)C(C)(C*)*,O=C(OCc1ccc2c(c3c(n2CC)cccc3)c1)C(C)(C*)*,randomization,True,measured_inherited_equivalent,3.4577,,3.4577
18,C(*)C(C)(C(=O)OCc1ccc2c(c3ccccc3n2CC)c1)*,C(*)C(C)(C(=O)OCc1ccc2c(c3ccccc3n2CC)c1)*,randomization,True,measured_inherited_equivalent,3.4577,,3.4577
19,[*]CC([*])C(=O)OCCC#N,[*]CC([*])C(=O)OCCC#N,clean,True,measured,6.377000000000002,,6.377000000000002
19,C(C(C*)*)(=O)OCCC#N,C(C(C*)*)(=O)OCCC#N,randomization,True,measured_inherited_equivalent,6.377000000000002,,6.377000000000002
19,C(C*)(C(OCCC#N)=O)*,C(C*)(C(OCCC#N)=O)*,randomization,True,measured_inherited_equivalent,6.377000000000002,,6.377000000000002
19,C(=O)(OCCC#N)C(*)C*,C(=O)(OCCC#N)C(*)C*,randomization,True,measured_inherited_equivalent,6.377000000000002,,6.377000000000002
20,[*]C=C([*])c1ccc(C(=O)Oc2c(F)c(F)c(F)c(F)c2F)cc1,[*]C=C([*])c1ccc(C(=O)Oc2c(F)c(F)c(F)c(F)c2F)cc1,clean,True,measured,2.5164,,2.5164
20,*C=C(c1ccc(C(Oc2c(F)c(F)c(c(c2F)F)F)=O)cc1)*,*C=C(c1ccc(C(Oc2c(F)c(F)c(c(c2F)F)F)=O)cc1)*,randomization,True,measured_inherited_equivalent,2.5164,,2.5164
20,c1cc(ccc1C(Oc1c(c(F)c(F)c(c1F)F)F)=O)C(*)=C*,c1cc(ccc1C(Oc1c(c(F)c(F)c(c1F)F)F)=O)C(*)=C*,randomization,True,measured_inherited_equivalent,2.5164,,2.5164
20,c1(C(=C*)*)ccc(cc1)C(=O)Oc1c(F)c(c(c(F)c1F)F)F,c1(C(=C*)*)ccc(cc1)C(=O)Oc1c(F)c(c(c(F)c1F)F)F,randomization,True,measured_inherited_equivalent,2.5164,,2.5164
21,[*]C(=O)OCC(C)(C)COC(=O)N1CCN([*])C(C)C1,[*]C(=O)OCC(C)(C)COC(=O)N1CCN([*])C(C)C1,clean,True,measured,5.9905,,5.9905
21,C(OC(=O)*)C(COC(N1CCN(*)C(C1)C)=O)(C)C,C(OC(=O)*)C(COC(N1CCN(*)C(C1)C)=O)(C)C,randomization,True,measured_inherited_equivalent,5.9905,,5.9905
21,O(CC(C)(C)COC(*)=O)C(=O)N1CC(C)N(*)CC1,O(CC(C)(C)COC(*)=O)C(=O)N1CC(C)N(*)CC1,randomization,True,measured_inherited_equivalent,5.9905,,5.9905
21,C1(N(CCN(C1)C(=O)OCC(C)(C)COC(*)=O)*)C,C1(N(CCN(C1)C(=O)OCC(C)(C)COC(*)=O)*)C,randomization,True,measured_inherited_equivalent,5.9905,,5.9905
22,[*]Oc1cccc(Oc2cccc([*])c2)c1C#N,[*]Oc1cccc(Oc2cccc([*])c2)c1C#N,clean,True,measured,4.3119,,4.3119
22,c1c(cccc1Oc1c(C#N)c(O*)ccc1)*,c1c(cccc1Oc1c(C#N)c(O*)ccc1)*,randomization,True,measured_inherited_equivalent,4.3119,,4.3119
22,c1(c(C#N)c(ccc1)Oc1cccc(c1)*)O*,c1(c(C#N)c(ccc1)Oc1cccc(c1)*)O*,randomization,True,measured_inherited_equivalent,4.3119,,4.3119
22,O(c1cccc(Oc2cc(ccc2)*)c1C#N)*,O(c1cccc(Oc2cc(ccc2)*)c1C#N)*,randomization,True,measured_inherited_equivalent,4.3119,,4.3119
23,[*]CC([*])Br,[*]CC([*])Br,clean,True,measured,5.7722,,5.7722
23,*C(Br)C*,*C(Br)C*,randomization,True,measured_inherited_equivalent,5.7722,,5.7722
23,C(Br)(C*)*,C(Br)(C*)*,randomization,True,measured_inherited_equivalent,5.7722,,5.7722
23,BrC(*)C*,BrC(*)C*,randomization,True,measured_inherited_equivalent,5.7722,,5.7722
24,[*]Oc1c(C)cc([*])cc1C(C)CCCCC,[*]Oc1c(C)cc([*])cc1C(C)CCCCC,clean,True,measured,4.1484,,4.1484
24,O(*)c1c(cc(*)cc1C)C(C)CCCCC,O(*)c1c(cc(*)cc1C)C(C)CCCCC,randomization,True,measured_inherited_equivalent,4.1484,,4.1484
24,CCCCCC(C)c1c(O*)c(C)cc(c1)*,CCCCCC(C)c1c(O*)c(C)cc(c1)*,randomization,True,measured_inherited_equivalent,4.1484,,4.1484
24,C(c1c(c(cc(*)c1)C)O*)(CCCCC)C,C(c1c(c(cc(*)c1)C)O*)(CCCCC)C,randomization,True,measured_inherited_equivalent,4.1484,,4.1484
25,[*]OC1CC(c2ccccc2)CC([*])O1,[*]OC1CC(c2ccccc2)CC([*])O1,clean,True,measured,5.7012,,5.7012
25,*C1CC(c2ccccc2)CC(O*)O1,*C1CC(c2ccccc2)CC(O*)O1,randomization,True,measured_inherited_equivalent,5.7012,,5.7012
25,C1C(CC(OC1O*)*)c1ccccc1,C1C(CC(OC1O*)*)c1ccccc1,randomization,True,measured_inherited_equivalent,5.7012,,5.7012
25,c1ccc(cc1)C1CC(OC(C1)*)O*,c1ccc(cc1)C1CC(OC(C1)*)O*,randomization,True,measured_inherited_equivalent,5.7012,,5.7012
26,[*]Oc2cccc(OC(=O)c1cccc(C([*])=O)c1C(F)(F)C(F)(F)C(F)(F)F)c2,[*]Oc2cccc(OC(=O)c1cccc(C([*])=O)c1C(F)(F)C(F)(F)C(F)(F)F)c2,clean,True,measured,4.0962,,4.0962
26,*C(c1c(C(C(F)(C(F)(F)F)F)(F)F)c(C(=O)Oc2cccc(c2)O*)ccc1)=O,*C(c1c(C(C(F)(C(F)(F)F)F)(F)F)c(C(=O)Oc2cccc(c2)O*)ccc1)=O,randomization,True,measured_inherited_equivalent,4.0962,,4.0962
26,FC(C(F)(F)C(F)(c1c(C(=O)Oc2cc(ccc2)O*)cccc1C(*)=O)F)(F)F,FC(C(F)(F)C(F)(c1c(C(=O)Oc2cc(ccc2)O*)cccc1C(*)=O)F)(F)F,randomization,True,measured_inherited_equivalent,4.0962,,4.0962
26,FC(F)(C(C(F)(F)F)(F)F)c1c(cccc1C(=O)*)C(Oc1cccc(c1)O*)=O,FC(F)(C(C(F)(F)F)(F)F)c1c(cccc1C(=O)*)C(Oc1cccc(c1)O*)=O,randomization,True,measured_inherited_equivalent,4.0962,,4.0962
27,[*]CC(=S)C(=O)C(=S)[*],[*]CC(=S)C(=O)C(=S)[*],clean,True,measured,1.354,,1.354
27,O=C(C(*)=S)C(C*)=S,O=C(C(*)=S)C(C*)=S,randomization,True,measured_inherited_equivalent,1.354,,1.354
27,S=C(C(C(C*)=S)=O)*,S=C(C(C(C*)=S)=O)*,randomization,True,measured_inherited_equivalent,1.354,,1.354
27,S=C(C*)C(C(=S)*)=O,S=C(C*)C(C(=S)*)=O,randomization,True,measured_inherited_equivalent,1.354,,1.354
28,[*]CCN(CCOC(=O)c1cccc(C(=O)O[*])c1)c1ccc(N=Nc2ccc(-c3nc4ccc([N+](=O)[O-])cc4n3CC)cc2)cc1,[*]CCN(CCOC(=O)c1cccc(C(=O)O[*])c1)c1ccc(N=Nc2ccc(-c3nc4ccc([N+](=O)[O-])cc4n3CC)cc2)cc1,clean,True,measured,2.5182,,2.5182
28,N(CC*)(CCOC(=O)c1cccc(C(=O)O*)c1)c1ccc(cc1)N=Nc1ccc(-c2nc3c(n2CC)cc(cc3)[N+](=O)[O-])cc1,N(CC*)(CCOC(=O)c1cccc(C(=O)O*)c1)c1ccc(cc1)N=Nc1ccc(-c2nc3c(n2CC)cc(cc3)[N+](=O)[O-])cc1,randomization,True,measured_inherited_equivalent,2.5182,,2.5182
28,N(CC*)(CCOC(c1cc(C(=O)O*)ccc1)=O)c1ccc(N=Nc2ccc(cc2)-c2n(CC)c3c(n2)ccc([N+](=O)[O-])c3)cc1,N(CC*)(CCOC(c1cc(C(=O)O*)ccc1)=O)c1ccc(N=Nc2ccc(cc2)-c2n(CC)c3c(n2)ccc([N+](=O)[O-])c3)cc1,randomization,True,measured_inherited_equivalent,2.5182,,2.5182
28,c1(-c2ccc(cc2)N=Nc2ccc(N(CCOC(=O)c3cc(ccc3)C(=O)O*)CC*)cc2)n(CC)c2c(n1)ccc([N+]([O-])=O)c2,c1(-c2ccc(cc2)N=Nc2ccc(N(CCOC(=O)c3cc(ccc3)C(=O)O*)CC*)cc2)n(CC)c2c(n1)ccc([N+]([O-])=O)c2,randomization,True,measured_inherited_equivalent,2.5182,,2.5182
29,[*]COC(=S)O[*],[*]COC(=S)O[*],clean,True,measured,4.7874,,4.7874
29,*COC(O*)=S,*COC(O*)=S,randomization,True,measured_inherited_equivalent,4.7874,,4.7874
29,S=C(OC*)O*,S=C(OC*)O*,randomization,True,measured_inherited_equivalent,4.7874,,4.7874
29,O(*)C(OC*)=S,O(*)C(OC*)=S,randomization,True,measured_inherited_equivalent,4.7874,,4.7874
30,[*]Oc1ccc(OC(=O)CCC([*])=O)cc1,[*]Oc1ccc(OC(=O)CCC([*])=O)cc1,clean,True,measured,4.5760000000000005,,4.5760000000000005
30,c1cc(ccc1O*)OC(=O)CCC(*)=O,c1cc(ccc1O*)OC(=O)CCC(*)=O,randomization,True,measured_inherited_equivalent,4.5760000000000005,,4.5760000000000005
30,C(CC(*)=O)C(Oc1ccc(O*)cc1)=O,C(CC(*)=O)C(Oc1ccc(O*)cc1)=O,randomization,True,measured_inherited_equivalent,4.5760000000000005,,4.5760000000000005
30,C(*)(CCC(Oc1ccc(cc1)O*)=O)=O,C(*)(CCC(Oc1ccc(cc1)O*)=O)=O,randomization,True,measured_inherited_equivalent,4.5760000000000005,,4.5760000000000005
31,[*]CCCC(C)(C)CNC(=O)CCCCCCCCC(=O)N[*],[*]CCCC(C)(C)CNC(=O)CCCCCCCCC(=O)N[*],clean,True,measured,5.8015,,5.8015
31,C(C(N*)=O)CCCCCCCC(NCC(C)(C)CCC*)=O,C(C(N*)=O)CCCCCCCC(NCC(C)(C)CCC*)=O,randomization,True,measured_inherited_equivalent,5.8015,,5.8015
31,C(CCCCCCCC(NCC(C)(CCC*)C)=O)C(=O)N*,C(CCCCCCCC(NCC(C)(CCC*)C)=O)C(=O)N*,randomization,True,measured_inherited_equivalent,5.8015,,5.8015
31,*CCCC(C)(CNC(CCCCCCCCC(N*)=O)=O)C,*CCCC(C)(CNC(CCCCCCCCC(N*)=O)=O)C,randomization,True,measured_inherited_equivalent,5.8015,,5.8015
32,[*]CCSSSSCCO[*],[*]CCSSSSCCO[*],clean,True,measured,4.2061,,4.2061
32,S(SSSCC*)CCO*,S(SSSCC*)CCO*,randomization,True,measured_inherited_equivalent,4.2061,,4.2061
32,O(CCSSSSCC*)*,O(CCSSSSCC*)*,randomization,True,measured_inherited_equivalent,4.2061,,4.2061
32,C(CSSSSCCO*)*,C(CSSSSCCO*)*,randomization,True,measured_inherited_equivalent,4.2061,,4.2061
33,[*]NC(CCC(=O)OCCCCC)C([*])=O,[*]NC(CCC(=O)OCCCCC)C([*])=O,clean,True,measured,5.6585,,5.6585
33,O=C(OCCCCC)CCC(N*)C(=O)*,O=C(OCCCCC)CCC(N*)C(=O)*,randomization,True,measured_inherited_equivalent,5.6585,,5.6585
33,C(OC(CCC(N*)C(=O)*)=O)CCCC,C(OC(CCC(N*)C(=O)*)=O)CCCC,randomization,True,measured_inherited_equivalent,5.6585,,5.6585
33,C(CC(N*)C(*)=O)C(=O)OCCCCC,C(CC(N*)C(*)=O)C(=O)OCCCCC,randomization,True,measured_inherited_equivalent,5.6585,,5.6585
34,[*]Nc1cc(NC(=O)c2ccccc2C([*])=O)cc(-c2nnc(-c3ccccn3)o2)c1,[*]Nc1cc(NC(=O)c2ccccc2C([*])=O)cc(-c2nnc(-c3ccccn3)o2)c1,clean,True,measured,3.359,,3.359
34,c1nc(-c2nnc(o2)-c2cc(cc(c2)NC(=O)c2ccccc2C(*)=O)N*)ccc1,c1nc(-c2nnc(o2)-c2cc(cc(c2)NC(=O)c2ccccc2C(*)=O)N*)ccc1,randomization,True,measured_inherited_equivalent,3.359,,3.359
34,c1c(N*)cc(-c2nnc(o2)-c2ccccn2)cc1NC(c1c(cccc1)C(=O)*)=O,c1c(N*)cc(-c2nnc(o2)-c2ccccn2)cc1NC(c1c(cccc1)C(=O)*)=O,randomization,True,measured_inherited_equivalent,3.359,,3.359
34,c1ccnc(-c2oc(nn2)-c2cc(NC(=O)c3c(cccc3)C(=O)*)cc(c2)N*)c1,c1ccnc(-c2oc(nn2)-c2cc(NC(=O)c3c(cccc3)C(=O)*)cc(c2)N*)c1,randomization,True,measured_inherited_equivalent,3.359,,3.359
35,[*]CCCCCCNC(=O)CCc1ccc(C(C)CC(=O)N[*])cc1,[*]CCCCCCNC(=O)CCc1ccc(C(C)CC(=O)N[*])cc1,clean,True,measured,5.5318,,5.5318
