row_index,model,token_length,clean_prediction,shuffle_prediction,reverse_prediction,shuffle_absolute_drift,reverse_absolute_drift,chemical_status
3039,clean_transformer,44,2.509975,2.644553,2.3660367,0.13457799,0.1439383,not_evaluated_nonchemical_positional_probe
3039,defended_transformer,44,2.5572834,2.3311813,2.4380703,0.22610211,0.119213104,not_evaluated_nonchemical_positional_probe
3040,clean_transformer,31,4.0714154,5.4226847,3.5216126,1.3512692,0.5498028,not_evaluated_nonchemical_positional_probe
3040,defended_transformer,31,3.9471934,4.656973,3.9709384,0.7097795,0.02374506,not_evaluated_nonchemical_positional_probe
3041,clean_transformer,23,0.8526366,3.956368,3.9437647,3.1037314,3.091128,not_evaluated_nonchemical_positional_probe
3041,defended_transformer,23,3.7183514,4.052297,3.4577973,0.33394575,0.26055408,not_evaluated_nonchemical_positional_probe
3042,clean_transformer,35,6.252965,5.9976425,5.6018553,0.25532246,0.6511097,not_evaluated_nonchemical_positional_probe
3042,defended_transformer,35,6.2584896,5.9353714,5.9941773,0.3231182,0.26431227,not_evaluated_nonchemical_positional_probe
3043,clean_transformer,66,3.5011497,3.2133226,3.109748,0.28782701,0.39140177,not_evaluated_nonchemical_positional_probe
3043,defended_transformer,66,2.9251466,3.7327452,3.6173663,0.8075986,0.69221973,not_evaluated_nonchemical_positional_probe
3044,clean_transformer,83,2.818357,3.4616547,3.5215492,0.6432977,0.70319223,not_evaluated_nonchemical_positional_probe
3044,defended_transformer,83,2.731834,2.0407524,2.8430848,0.6910815,0.11125088,not_evaluated_nonchemical_positional_probe
3045,clean_transformer,66,3.6086926,3.8684304,3.5631447,0.25973773,0.045547962,not_evaluated_nonchemical_positional_probe
3045,defended_transformer,66,3.25253,3.2937047,2.854333,0.04117465,0.39819717,not_evaluated_nonchemical_positional_probe
