row_index,model,token_length,clean_prediction,shuffle_prediction,reverse_prediction,shuffle_absolute_drift,reverse_absolute_drift,chemical_status
3008,defended_transformer,79,3.6712554,3.0927873,3.7487278,0.5784681,0.07747245,not_evaluated_nonchemical_positional_probe
3386,clean_transformer,67,3.288076,2.855926,3.2420816,0.4321499,0.04599428,not_evaluated_nonchemical_positional_probe
3386,defended_transformer,67,3.4652567,3.0423524,2.709418,0.42290425,0.75583863,not_evaluated_nonchemical_positional_probe
3014,clean_transformer,64,3.9293833,3.728064,3.1471775,0.20131922,0.7822058,not_evaluated_nonchemical_positional_probe
3014,defended_transformer,64,4.0891523,3.815654,3.1574306,0.2734983,0.9317217,not_evaluated_nonchemical_positional_probe
3164,clean_transformer,10,6.1368723,6.2139583,6.108877,0.07708597,0.02799511,not_evaluated_nonchemical_positional_probe
3164,defended_transformer,10,6.738291,6.028078,6.1825094,0.7102127,0.55578136,not_evaluated_nonchemical_positional_probe
3354,clean_transformer,12,2.6641455,5.0239077,3.7608294,2.3597622,1.096684,not_evaluated_nonchemical_positional_probe
3354,defended_transformer,12,3.1399548,4.739396,3.173238,1.5994413,0.033283234,not_evaluated_nonchemical_positional_probe
3511,clean_transformer,10,2.0831954,3.9560068,5.522274,1.8728113,3.4390786,not_evaluated_nonchemical_positional_probe
3511,defended_transformer,10,2.551453,5.5134063,5.179799,2.9619532,2.628346,not_evaluated_nonchemical_positional_probe
3101,clean_transformer,51,5.9459343,5.507698,5.028426,0.43823624,0.9175081,not_evaluated_nonchemical_positional_probe
3101,defended_transformer,51,5.442962,5.6742787,5.7578363,0.23131657,0.31487417,not_evaluated_nonchemical_positional_probe
3114,clean_transformer,68,3.3454876,3.6733356,3.2054625,0.32784796,0.14002514,not_evaluated_nonchemical_positional_probe
3114,defended_transformer,68,2.65054,3.0628412,3.6728644,0.41230106,1.0223243,not_evaluated_nonchemical_positional_probe
3112,clean_transformer,18,5.2745113,4.494422,5.3236885,0.7800894,0.04917717,not_evaluated_nonchemical_positional_probe
3112,defended_transformer,18,4.969446,5.5802274,5.167667,0.6107812,0.19822073,not_evaluated_nonchemical_positional_probe
3334,clean_transformer,51,3.757862,4.099688,4.0464177,0.34182596,0.28855562,not_evaluated_nonchemical_positional_probe
3334,defended_transformer,51,3.8605633,3.7730443,3.5062125,0.08751893,0.3543508,not_evaluated_nonchemical_positional_probe
3282,clean_transformer,16,5.8544264,5.827475,3.9533947,0.026951313,1.9010317,not_evaluated_nonchemical_positional_probe
3282,defended_transformer,16,5.5108423,5.5759325,4.6878095,0.06509018,0.82303286,not_evaluated_nonchemical_positional_probe
3378,clean_transformer,23,4.784985,4.623371,4.130808,0.16161394,0.6541772,not_evaluated_nonchemical_positional_probe
3378,defended_transformer,23,4.535782,4.0967283,3.6070826,0.43905354,0.92869925,not_evaluated_nonchemical_positional_probe
3045,clean_transformer,66,3.6086926,3.397694,3.5631447,0.21099854,0.045547962,not_evaluated_nonchemical_positional_probe
3045,defended_transformer,66,3.25253,2.7516725,2.854333,0.5008576,0.39819717,not_evaluated_nonchemical_positional_probe
3448,clean_transformer,13,5.877131,4.870888,4.8518744,1.0062428,1.0252566,not_evaluated_nonchemical_positional_probe
3448,defended_transformer,13,5.738411,5.3746576,5.770996,0.36375332,0.032585144,not_evaluated_nonchemical_positional_probe
3380,clean_transformer,16,6.3362856,6.527935,6.43923,0.19164944,0.102944374,not_evaluated_nonchemical_positional_probe
3380,defended_transformer,16,6.289566,6.9215884,6.5652003,0.6320224,0.2756343,not_evaluated_nonchemical_positional_probe
3481,clean_transformer,17,4.920555,4.963442,5.14112,0.042886734,0.22056484,not_evaluated_nonchemical_positional_probe
3481,defended_transformer,17,5.731638,4.8732033,6.0375967,0.8584347,0.30595875,not_evaluated_nonchemical_positional_probe
3341,clean_transformer,39,5.064639,4.6503673,4.5909276,0.41427183,0.4737115,not_evaluated_nonchemical_positional_probe
3341,defended_transformer,39,4.826912,4.5424714,3.7597814,0.28444052,1.0671306,not_evaluated_nonchemical_positional_probe
3084,clean_transformer,17,2.3944702,3.5107877,2.8204343,1.1163175,0.42596412,not_evaluated_nonchemical_positional_probe
3084,defended_transformer,17,2.2902098,4.110805,5.386981,1.8205953,3.0967712,not_evaluated_nonchemical_positional_probe
3136,clean_transformer,35,6.2304306,6.717044,6.575653,0.48661327,0.34522247,not_evaluated_nonchemical_positional_probe
3136,defended_transformer,35,6.3417363,6.0074906,6.6125174,0.33424568,0.27078104,not_evaluated_nonchemical_positional_probe
3356,clean_transformer,45,4.0641494,3.491837,2.575502,0.57231236,1.4886475,not_evaluated_nonchemical_positional_probe
3356,defended_transformer,45,4.497408,3.5481563,3.9563415,0.94925165,0.5410664,not_evaluated_nonchemical_positional_probe
3573,clean_transformer,30,5.378971,5.4367285,5.4902773,0.057757378,0.11130619,not_evaluated_nonchemical_positional_probe
3573,defended_transformer,30,5.35593,5.8748503,5.49745,0.5189204,0.14152002,not_evaluated_nonchemical_positional_probe
3406,clean_transformer,41,1.5116596,1.4151425,1.1040981,0.096517086,0.40756154,not_evaluated_nonchemical_positional_probe
3406,defended_transformer,41,1.7290552,2.3363354,2.48915,0.60728025,0.7600949,not_evaluated_nonchemical_positional_probe
3572,clean_transformer,27,6.5863953,6.1775227,5.9838567,0.4088726,0.6025386,not_evaluated_nonchemical_positional_probe
3572,defended_transformer,27,6.610919,6.0975947,6.2258472,0.51332426,0.38507175,not_evaluated_nonchemical_positional_probe
3233,clean_transformer,25,6.5715284,4.9737263,6.1819625,1.5978022,0.38956594,not_evaluated_nonchemical_positional_probe
3233,defended_transformer,25,6.5981646,5.811242,6.2820597,0.78692245,0.3161049,not_evaluated_nonchemical_positional_probe
3264,clean_transformer,49,1.1427779,2.5307176,3.1407437,1.3879397,1.9979658,not_evaluated_nonchemical_positional_probe
3264,defended_transformer,49,1.9824452,3.2656884,2.7629561,1.2832432,0.7805109,not_evaluated_nonchemical_positional_probe
3442,clean_transformer,65,3.3629155,4.4344687,4.7988567,1.0715532,1.4359412,not_evaluated_nonchemical_positional_probe
3442,defended_transformer,65,4.048917,4.0631137,3.5351362,0.014196873,0.5137806,not_evaluated_nonchemical_positional_probe
3194,clean_transformer,14,6.395359,6.928426,3.8537917,0.53306675,2.5415673,not_evaluated_nonchemical_positional_probe
3194,defended_transformer,14,6.2853055,6.6352634,5.53156,0.34995794,0.75374556,not_evaluated_nonchemical_positional_probe
3207,clean_transformer,46,4.3186584,4.41923,4.402049,0.10057163,0.08339071,not_evaluated_nonchemical_positional_probe
3207,defended_transformer,46,4.522141,4.154582,4.682318,0.36755896,0.16017723,not_evaluated_nonchemical_positional_probe
3139,clean_transformer,42,3.0973468,3.572844,3.0119457,0.47549725,0.08540106,not_evaluated_nonchemical_positional_probe
3139,defended_transformer,42,3.8690825,2.6382914,4.030013,1.2307911,0.16093063,not_evaluated_nonchemical_positional_probe
3574,clean_transformer,25,4.340591,3.8685732,4.510117,0.47201777,0.1695261,not_evaluated_nonchemical_positional_probe
3574,defended_transformer,25,4.540991,3.247585,4.0600123,1.2934058,0.4809785,not_evaluated_nonchemical_positional_probe
3363,clean_transformer,30,3.257915,2.6487746,1.8115358,0.6091404,1.4463792,not_evaluated_nonchemical_positional_probe
3363,defended_transformer,30,2.5055537,3.1867106,2.8063817,0.6811569,0.30082798,not_evaluated_nonchemical_positional_probe
3512,clean_transformer,55,2.9155178,2.4811645,2.818297,0.43435335,0.0972209,not_evaluated_nonchemical_positional_probe
3512,defended_transformer,55,2.1053836,2.13015,2.1674368,0.024766445,0.062053204,not_evaluated_nonchemical_positional_probe
3515,clean_transformer,45,4.349088,3.5248477,4.661228,0.82424045,0.31214,not_evaluated_nonchemical_positional_probe
3515,defended_transformer,45,4.32897,3.4533176,4.2880416,0.8756523,0.040928364,not_evaluated_nonchemical_positional_probe
3015,clean_transformer,57,4.1347284,3.8307853,3.7977943,0.30394316,0.3369341,not_evaluated_nonchemical_positional_probe
3015,defended_transformer,57,3.8846853,3.3966076,3.4880857,0.48807764,0.39659953,not_evaluated_nonchemical_positional_probe
3283,clean_transformer,18,8.290287,8.09432,6.6943655,0.19596672,1.5959215,not_evaluated_nonchemical_positional_probe
3283,defended_transformer,18,7.5546184,7.6489363,6.415304,0.09431791,1.1393142,not_evaluated_nonchemical_positional_probe
3529,clean_transformer,77,2.8374844,2.0852196,3.4187045,0.75226474,0.58122015,not_evaluated_nonchemical_positional_probe
3529,defended_transformer,77,2.754179,3.0099406,3.113801,0.25576162,0.359622,not_evaluated_nonchemical_positional_probe
3258,clean_transformer,40,4.8766885,4.610712,4.6407537,0.26597643,0.23593473,not_evaluated_nonchemical_positional_probe
3258,defended_transformer,40,4.220769,4.31351,4.564141,0.09274101,0.34337187,not_evaluated_nonchemical_positional_probe
3288,clean_transformer,76,2.7749314,3.4972825,2.6581767,0.7223511,0.11675477,not_evaluated_nonchemical_positional_probe
3288,defended_transformer,76,2.6483119,3.0051432,2.4744346,0.3568313,0.17387724,not_evaluated_nonchemical_positional_probe
3456,clean_transformer,28,4.2358456,5.2322783,5.1897726,0.9964328,0.95392704,not_evaluated_nonchemical_positional_probe
3456,defended_transformer,28,5.0502577,5.0526285,4.771532,0.0023708344,0.27872562,not_evaluated_nonchemical_positional_probe
3001,clean_transformer,16,6.3122416,6.202895,5.5924225,0.10934639,0.71981907,not_evaluated_nonchemical_positional_probe
3001,defended_transformer,16,6.396467,5.7653627,5.944547,0.63110447,0.45192003,not_evaluated_nonchemical_positional_probe
3518,clean_transformer,23,5.580261,5.666108,5.797522,0.0858469,0.21726084,not_evaluated_nonchemical_positional_probe
3518,defended_transformer,23,4.9936414,5.614028,5.3457937,0.6203866,0.35215235,not_evaluated_nonchemical_positional_probe
3502,clean_transformer,33,4.8173056,4.5560536,4.4467983,0.26125193,0.37050724,not_evaluated_nonchemical_positional_probe
3502,defended_transformer,33,4.9929905,3.8199697,3.991777,1.1730208,1.0012136,not_evaluated_nonchemical_positional_probe
3128,clean_transformer,24,6.47764,6.767561,3.9350708,0.2899208,2.5425694,not_evaluated_nonchemical_positional_probe
3128,defended_transformer,24,6.692646,6.8510666,5.244585,0.15842056,1.448061,not_evaluated_nonchemical_positional_probe
3192,clean_transformer,54,4.002584,2.8911946,3.4563103,1.1113894,0.5462737,not_evaluated_nonchemical_positional_probe
3192,defended_transformer,54,3.700883,3.3610854,2.9603853,0.3397975,0.7404976,not_evaluated_nonchemical_positional_probe
3575,clean_transformer,35,6.3951387,5.658716,6.5628967,0.73642254,0.16775799,not_evaluated_nonchemical_positional_probe
3575,defended_transformer,35,6.238147,6.391345,5.9315586,0.15319824,0.30658817,not_evaluated_nonchemical_positional_probe
3402,clean_transformer,34,5.1983957,4.809516,4.3486195,0.38887978,0.84977627,not_evaluated_nonchemical_positional_probe
3402,defended_transformer,34,5.1035347,4.7326374,3.7379026,0.3708973,1.365632,not_evaluated_nonchemical_positional_probe
3162,clean_transformer,18,4.9928446,5.598544,3.2452352,0.60569954,1.7476094,not_evaluated_nonchemical_positional_probe
3162,defended_transformer,18,6.153453,6.035871,4.486587,0.117581844,1.6668658,not_evaluated_nonchemical_positional_probe
3301,clean_transformer,38,2.9455876,1.8309622,2.4588363,1.1146255,0.48675132,not_evaluated_nonchemical_positional_probe
3301,defended_transformer,38,2.8512168,2.2176082,3.0929334,0.6336086,0.24171662,not_evaluated_nonchemical_positional_probe
3389,clean_transformer,29,5.870628,5.7416525,4.982862,0.12897539,0.8877659,not_evaluated_nonchemical_positional_probe
3389,defended_transformer,29,6.1814895,5.7373047,5.657461,0.44418478,0.5240283,not_evaluated_nonchemical_positional_probe
3450,clean_transformer,55,2.421311,2.9593883,2.4321752,0.53807735,0.010864258,not_evaluated_nonchemical_positional_probe
3450,defended_transformer,55,1.6743348,3.1333418,3.0836067,1.459007,1.409272,not_evaluated_nonchemical_positional_probe
3004,clean_transformer,33,1.7654343,2.8890162,3.2380683,1.1235819,1.4726341,not_evaluated_nonchemical_positional_probe
3004,defended_transformer,33,3.4106,2.8673344,3.323989,0.5432656,0.08661103,not_evaluated_nonchemical_positional_probe
2946,clean_transformer,23,5.9502053,5.524582,5.2098927,0.42562342,0.7403126,not_evaluated_nonchemical_positional_probe
2946,defended_transformer,23,5.8067513,5.836406,5.4997735,0.02965498,0.30697775,not_evaluated_nonchemical_positional_probe
3298,clean_transformer,43,6.7418976,5.767049,5.747514,0.97484875,0.9943838,not_evaluated_nonchemical_positional_probe
3298,defended_transformer,43,6.199327,6.084017,5.8463025,0.11531019,0.35302448,not_evaluated_nonchemical_positional_probe
3469,clean_transformer,41,4.487006,4.4052343,3.84084,0.08177185,0.6461661,not_evaluated_nonchemical_positional_probe
3469,defended_transformer,41,4.608694,4.004565,3.158136,0.6041293,1.4505582,not_evaluated_nonchemical_positional_probe
3204,clean_transformer,56,2.4927285,2.7785573,2.6832862,0.28582883,0.19055772,not_evaluated_nonchemical_positional_probe
3204,defended_transformer,56,2.27697,2.3951123,2.2488945,0.11814237,0.028075457,not_evaluated_nonchemical_positional_probe
3261,clean_transformer,56,2.597465,2.7585454,3.0045943,0.16108036,0.4071293,not_evaluated_nonchemical_positional_probe
3261,defended_transformer,56,2.351086,3.4808671,2.418031,1.1297812,0.066945076,not_evaluated_nonchemical_positional_probe
3468,clean_transformer,48,3.3398087,4.4205823,4.371179,1.0807736,1.0313704,not_evaluated_nonchemical_positional_probe
3468,defended_transformer,48,2.5069866,3.5880215,3.4354048,1.0810349,0.92841816,not_evaluated_nonchemical_positional_probe
2971,clean_transformer,19,3.4568162,4.5050364,5.013139,1.0482202,1.5563226,not_evaluated_nonchemical_positional_probe
2971,defended_transformer,19,3.7049143,4.592722,4.255051,0.8878076,0.5501368,not_evaluated_nonchemical_positional_probe
3176,clean_transformer,28,5.7139926,5.734453,5.1016436,0.020460606,0.61234903,not_evaluated_nonchemical_positional_probe
3176,defended_transformer,28,5.788699,5.646086,5.674227,0.14261293,0.11447191,not_evaluated_nonchemical_positional_probe
3404,clean_transformer,45,3.8338044,4.4256606,3.5643647,0.59185624,0.2694397,not_evaluated_nonchemical_positional_probe
3404,defended_transformer,45,3.6133838,3.7464519,3.4932077,0.13306808,0.12017608,not_evaluated_nonchemical_positional_probe
3336,clean_transformer,15,5.9704523,4.278825,5.467029,1.6916275,0.5034232,not_evaluated_nonchemical_positional_probe
3336,defended_transformer,15,5.82119,5.8253975,5.8626947,0.004207611,0.04150486,not_evaluated_nonchemical_positional_probe
3016,clean_transformer,44,5.058113,4.4065647,4.1877136,0.6515484,0.8703995,not_evaluated_nonchemical_positional_probe
3016,defended_transformer,44,4.450287,3.3637853,4.153106,1.0865016,0.29718065,not_evaluated_nonchemical_positional_probe
3445,clean_transformer,19,5.9580336,6.207123,5.632368,0.24908924,0.32566547,not_evaluated_nonchemical_positional_probe
3445,defended_transformer,19,6.1533775,5.743995,5.725093,0.40938234,0.42828465,not_evaluated_nonchemical_positional_probe
3072,clean_transformer,9,4.9828854,5.831889,2.2234633,0.8490038,2.759422,not_evaluated_nonchemical_positional_probe
3072,defended_transformer,9,5.444478,5.796974,4.2659807,0.35249615,1.1784973,not_evaluated_nonchemical_positional_probe
3309,clean_transformer,23,4.993787,4.991561,3.8858447,0.0022258759,1.1079421,not_evaluated_nonchemical_positional_probe
3309,defended_transformer,23,5.122439,5.582122,4.3657265,0.45968294,0.75671244,not_evaluated_nonchemical_positional_probe
3269,clean_transformer,18,5.7691574,6.3426337,6.4291425,0.5734763,0.65998507,not_evaluated_nonchemical_positional_probe
3269,defended_transformer,18,6.09679,6.1511817,6.0063505,0.05439186,0.09043932,not_evaluated_nonchemical_positional_probe
3555,clean_transformer,20,6.546151,6.355444,6.2923865,0.1907072,0.25376463,not_evaluated_nonchemical_positional_probe
3555,defended_transformer,20,6.490036,5.6080685,5.956443,0.88196754,0.5335932,not_evaluated_nonchemical_positional_probe
2985,clean_transformer,46,4.858295,5.451051,5.257925,0.5927563,0.39963007,not_evaluated_nonchemical_positional_probe
2985,defended_transformer,46,5.143887,5.9736795,5.312571,0.8297925,0.168684,not_evaluated_nonchemical_positional_probe
3409,clean_transformer,45,3.7235217,3.2605853,3.3739905,0.4629364,0.34953117,not_evaluated_nonchemical_positional_probe
3409,defended_transformer,45,3.6126654,2.790874,2.8152218,0.8217914,0.7974436,not_evaluated_nonchemical_positional_probe
3056,clean_transformer,22,1.5105541,3.1145325,2.1030073,1.6039784,0.59245324,not_evaluated_nonchemical_positional_probe
3056,defended_transformer,22,1.722244,3.1993322,4.409807,1.4770882,2.6875632,not_evaluated_nonchemical_positional_probe
3370,clean_transformer,32,4.7548194,4.7228384,4.7208347,0.03198099,0.03398466,not_evaluated_nonchemical_positional_probe
3370,defended_transformer,32,4.4210696,5.0463552,4.717825,0.6252856,0.2967553,not_evaluated_nonchemical_positional_probe
3107,clean_transformer,46,3.8393095,4.287828,2.4736478,0.4485185,1.3656616,not_evaluated_nonchemical_positional_probe
3107,defended_transformer,46,3.6690378,4.5207806,3.707078,0.85174274,0.03804016,not_evaluated_nonchemical_positional_probe
3326,clean_transformer,58,2.5936372,2.1430233,2.7847247,0.45061398,0.19108748,not_evaluated_nonchemical_positional_probe
3326,defended_transformer,58,2.4413629,2.2142982,2.8184612,0.22706461,0.37709832,not_evaluated_nonchemical_positional_probe
3013,clean_transformer,14,6.2186904,5.7703238,4.437076,0.44836664,1.7816143,not_evaluated_nonchemical_positional_probe
3013,defended_transformer,14,5.552354,5.7143664,5.3610106,0.16201258,0.19134331,not_evaluated_nonchemical_positional_probe
2963,clean_transformer,25,4.434221,4.689583,5.3192143,0.25536203,0.88499355,not_evaluated_nonchemical_positional_probe
2963,defended_transformer,25,3.8508868,4.1192327,4.6461635,0.26834583,0.79527664,not_evaluated_nonchemical_positional_probe
2953,clean_transformer,38,4.907506,3.463314,2.7309265,1.4441919,2.1765795,not_evaluated_nonchemical_positional_probe
2953,defended_transformer,38,4.1489944,2.991475,2.8403025,1.1575193,1.308692,not_evaluated_nonchemical_positional_probe
3010,clean_transformer,40,5.6306787,5.6414824,5.433111,0.0108036995,0.19756746,not_evaluated_nonchemical_positional_probe
3010,defended_transformer,40,5.6846,5.4055743,5.565081,0.27902555,0.11951876,not_evaluated_nonchemical_positional_probe
3142,clean_transformer,36,4.7327857,4.38935,4.59625,0.34343576,0.13653564,not_evaluated_nonchemical_positional_probe
3142,defended_transformer,36,4.4095283,3.228527,3.8993797,1.1810012,0.5101485,not_evaluated_nonchemical_positional_probe
3064,clean_transformer,61,3.319083,3.3699076,4.353481,0.050824642,1.0343978,not_evaluated_nonchemical_positional_probe
3064,defended_transformer,61,3.3062053,3.8199687,3.0079105,0.5137634,0.29829478,not_evaluated_nonchemical_positional_probe
3420,clean_transformer,34,4.567612,4.706247,5.337796,0.13863468,0.77018404,not_evaluated_nonchemical_positional_probe
3420,defended_transformer,34,5.192322,4.73483,4.766996,0.45749187,0.42532587,not_evaluated_nonchemical_positional_probe
3171,clean_transformer,39,1.9798875,2.4102898,4.3691845,0.43040228,2.389297,not_evaluated_nonchemical_positional_probe
3171,defended_transformer,39,2.4450111,2.613182,4.346405,0.16817093,1.9013939,not_evaluated_nonchemical_positional_probe
3231,clean_transformer,34,5.6720657,5.3395166,5.3206615,0.3325491,0.3514042,not_evaluated_nonchemical_positional_probe
3231,defended_transformer,34,5.8442736,5.7977734,5.7027483,0.046500206,0.14152527,not_evaluated_nonchemical_positional_probe
3227,clean_transformer,40,5.068586,5.4913425,5.0777407,0.42275667,0.009154797,not_evaluated_nonchemical_positional_probe
3227,defended_transformer,40,5.7154236,6.1161714,6.0702486,0.40074778,0.35482502,not_evaluated_nonchemical_positional_probe
2995,clean_transformer,26,4.942128,5.1915903,2.817956,0.24946213,2.1241722,not_evaluated_nonchemical_positional_probe
2995,defended_transformer,26,4.3641243,5.1201158,3.6665542,0.75599146,0.6975701,not_evaluated_nonchemical_positional_probe
3503,clean_transformer,47,2.9142823,3.4019217,4.1177087,0.48763943,1.2034264,not_evaluated_nonchemical_positional_probe
3503,defended_transformer,47,3.5782838,3.5460699,3.3828952,0.032213926,0.19538856,not_evaluated_nonchemical_positional_probe
3294,clean_transformer,43,3.737676,2.5771275,3.710957,1.1605484,0.026718855,not_evaluated_nonchemical_positional_probe
3294,defended_transformer,43,3.499153,2.7448604,2.9918876,0.7542925,0.5072653,not_evaluated_nonchemical_positional_probe
3098,clean_transformer,16,8.763809,6.001055,7.2111354,2.7627544,1.5526738,not_evaluated_nonchemical_positional_probe
3098,defended_transformer,16,8.617577,6.9195633,8.538309,1.6980133,0.0792675,not_evaluated_nonchemical_positional_probe
