defense,attack,source_id,clean_source_probability_under_defense,candidate_probability_under_defense,absolute_probability_change,prediction_flip
cnn_adv_mixed,random,12164,0.8901612162590027,0.8927782773971558,0.002617061138153076,False
cnn_clean,random,10040,0.6540648341178894,0.3634723126888275,0.2905925214290619,True
cnn_random_aug,random,10040,0.15555620193481445,0.13274472951889038,0.022811472415924072,False
cnn_adv_mixed,random,10040,0.44153329730033875,0.3975961208343506,0.04393717646598816,False
cnn_clean,random,8194,0.24553054571151733,0.5058822631835938,0.2603517174720764,True
cnn_random_aug,random,8194,0.10903678089380264,0.13681542873382568,0.02777864784002304,False
cnn_adv_mixed,random,8194,0.30691006779670715,0.38767293095588684,0.08076286315917969,False
cnn_clean,random,344,0.09070408344268799,0.22538533806800842,0.13468125462532043,False
cnn_random_aug,random,344,0.3193892240524292,0.2929159700870514,0.026473253965377808,False
cnn_adv_mixed,random,344,0.22393430769443512,0.23297055065631866,0.009036242961883545,False
cnn_clean,random,6568,0.1934359222650528,0.3484605550765991,0.15502463281154633,False
cnn_random_aug,random,6568,0.24926415085792542,0.22826716303825378,0.02099698781967163,False
cnn_adv_mixed,random,6568,0.3702978193759918,0.39000990986824036,0.019712090492248535,False
cnn_clean,random,9816,0.02828659676015377,0.05774248391389847,0.029455887153744698,False
cnn_random_aug,random,9816,0.31296077370643616,0.2437220811843872,0.06923869252204895,False
cnn_adv_mixed,random,9816,0.40533655881881714,0.2699531614780426,0.13538339734077454,False
cnn_clean,random,5912,0.31029123067855835,0.13962002098560333,0.17067120969295502,False
cnn_random_aug,random,5912,0.5347995758056641,0.47034600377082825,0.06445357203483582,True
cnn_adv_mixed,random,5912,0.6262956857681274,0.4132017195224762,0.21309396624565125,True
cnn_clean,random,9466,0.7594209909439087,0.5004672408103943,0.2589537501335144,False
cnn_random_aug,random,9466,0.11656509339809418,0.09190642833709717,0.02465866506099701,False
cnn_adv_mixed,random,9466,0.5815227627754211,0.48171254992485046,0.09981021285057068,True
cnn_clean,random,11129,0.9207763671875,0.8528681397438049,0.06790822744369507,False
cnn_random_aug,random,11129,0.9578867554664612,0.9452358484268188,0.012650907039642334,False
cnn_adv_mixed,random,11129,0.4628910422325134,0.3836813271045685,0.07920971512794495,False
cnn_clean,random,4682,0.25521162152290344,0.49500131607055664,0.2397896945476532,False
cnn_random_aug,random,4682,0.3902359902858734,0.3429146111011505,0.0473213791847229,False
cnn_adv_mixed,random,4682,0.2671312987804413,0.2313724011182785,0.03575889766216278,False
cnn_clean,random,16552,0.6739042401313782,0.43695446848869324,0.23694977164268494,True
cnn_random_aug,random,16552,0.26221543550491333,0.19542911648750305,0.06678631901741028,False
cnn_adv_mixed,random,16552,0.5826248526573181,0.6418663263320923,0.05924147367477417,False
cnn_clean,random,13333,0.4378577172756195,0.22784531116485596,0.21001240611076355,False
cnn_random_aug,random,13333,0.07199570536613464,0.07464541494846344,0.0026497095823287964,False
cnn_adv_mixed,random,13333,0.8343545198440552,0.7880829572677612,0.046271562576293945,False
cnn_clean,random,11106,0.8560131788253784,0.5780442357063293,0.2779689431190491,False
cnn_random_aug,random,11106,0.5159345269203186,0.5115578770637512,0.004376649856567383,False
cnn_adv_mixed,random,11106,0.7217473387718201,0.7820875644683838,0.06034022569656372,False
cnn_clean,random,2640,0.5331407189369202,0.20305755734443665,0.3300831615924835,True
cnn_random_aug,random,2640,0.4682992994785309,0.39058277010917664,0.07771652936935425,False
cnn_adv_mixed,random,2640,0.8661901354789734,0.878084123134613,0.011893987655639648,False
cnn_clean,random,1284,0.46008679270744324,0.23623886704444885,0.22384792566299438,False
cnn_random_aug,random,1284,0.8914589285850525,0.9074854850769043,0.016026556491851807,False
cnn_adv_mixed,random,1284,0.6042341589927673,0.5592725872993469,0.04496157169342041,False
cnn_clean,random,19290,0.8108797669410706,0.6675590872764587,0.14332067966461182,False
cnn_random_aug,random,19290,0.7257086634635925,0.7452012300491333,0.01949256658554077,False
cnn_adv_mixed,random,19290,0.12819533050060272,0.1761709451675415,0.04797561466693878,False
cnn_clean,random,2607,0.06232749670743942,0.15572060644626617,0.09339310973882675,False
cnn_random_aug,random,2607,0.6782830357551575,0.7991832494735718,0.1209002137184143,False
cnn_adv_mixed,random,2607,0.9442230463027954,0.9431909322738647,0.001032114028930664,False
cnn_clean,random,6035,0.24982625246047974,0.40644732117652893,0.1566210687160492,False
cnn_random_aug,random,6035,0.24555665254592896,0.32937803864479065,0.0838213860988617,False
cnn_adv_mixed,random,6035,0.785030722618103,0.8452759385108948,0.06024521589279175,False
cnn_clean,random,16163,0.8428213000297546,0.6836916208267212,0.15912967920303345,False
cnn_random_aug,random,16163,0.8382912874221802,0.6858776211738586,0.15241366624832153,False
cnn_adv_mixed,random,16163,0.8890693783760071,0.8158316612243652,0.07323771715164185,False
cnn_clean,random,8511,0.525640606880188,0.7495959401130676,0.22395533323287964,False
cnn_random_aug,random,8511,0.6668145060539246,0.7609720826148987,0.09415757656097412,False
cnn_adv_mixed,random,8511,0.5895380973815918,0.6234009861946106,0.0338628888130188,False
cnn_clean,random,5281,0.6413124203681946,0.8711745142936707,0.22986209392547607,False
cnn_random_aug,random,5281,0.3099750280380249,0.32456594705581665,0.014590919017791748,False
cnn_adv_mixed,random,5281,0.6477973461151123,0.6606112122535706,0.012813866138458252,False
cnn_clean,random,9272,0.6635370850563049,0.44563788175582886,0.21789920330047607,True
cnn_random_aug,random,9272,0.6459421515464783,0.4766538441181183,0.16928830742835999,True
cnn_adv_mixed,random,9272,0.5810230374336243,0.6145167946815491,0.033493757247924805,False
cnn_clean,random,724,0.16925229132175446,0.3885294497013092,0.21927715837955475,False
cnn_random_aug,random,724,0.31479984521865845,0.32311925292015076,0.00831940770149231,False
cnn_adv_mixed,random,724,0.14972221851348877,0.16434000432491302,0.014617785811424255,False
cnn_clean,random,16531,0.8890122771263123,0.7524785399436951,0.1365337371826172,False
cnn_random_aug,random,16531,0.6983498930931091,0.619480311870575,0.07886958122253418,False
cnn_adv_mixed,random,16531,0.9006296992301941,0.9099543690681458,0.00932466983795166,False
cnn_clean,mcmc,18666,0.6653796434402466,0.9954333901405334,0.33005374670028687,False
cnn_random_aug,mcmc,18666,0.8777365684509277,0.7999553084373474,0.07778126001358032,False
cnn_adv_mixed,mcmc,18666,0.2387365996837616,0.25047555565834045,0.011738955974578857,False
cnn_clean,mcmc,3636,0.45415014028549194,0.9952552318572998,0.5411050915718079,True
cnn_random_aug,mcmc,3636,0.3544577360153198,0.6963164806365967,0.34185874462127686,True
cnn_adv_mixed,mcmc,3636,0.7563077807426453,0.6932661533355713,0.06304162740707397,False
cnn_clean,mcmc,13810,0.13559195399284363,0.9204641580581665,0.7848721742630005,True
cnn_random_aug,mcmc,13810,0.20146016776561737,0.255825936794281,0.054365769028663635,False
cnn_adv_mixed,mcmc,13810,0.32670822739601135,0.518750786781311,0.19204255938529968,True
cnn_clean,mcmc,9408,0.31289204955101013,0.06679700314998627,0.24609504640102386,False
cnn_random_aug,mcmc,9408,0.9094688892364502,0.8770452737808228,0.03242361545562744,False
cnn_adv_mixed,mcmc,9408,0.8251733183860779,0.8531337976455688,0.027960479259490967,False
cnn_clean,mcmc,13312,0.8082295656204224,0.9560597538948059,0.14783018827438354,False
cnn_random_aug,mcmc,13312,0.7825122475624084,0.7609929442405701,0.02151930332183838,False
cnn_adv_mixed,mcmc,13312,0.3589579164981842,0.33595994114875793,0.02299797534942627,False
cnn_clean,mcmc,13162,0.5769733190536499,0.0028823495376855135,0.5740909576416016,True
cnn_random_aug,mcmc,13162,0.7333307266235352,0.5787625908851624,0.1545681357383728,False
cnn_adv_mixed,mcmc,13162,0.6265082955360413,0.5984769463539124,0.028031349182128906,False
cnn_clean,mcmc,9785,0.23360806703567505,0.9849692583084106,0.7513611912727356,True
cnn_random_aug,mcmc,9785,0.26651984453201294,0.4421902298927307,0.17567038536071777,False
cnn_adv_mixed,mcmc,9785,0.9323808550834656,0.9452896118164062,0.012908756732940674,False
cnn_clean,mcmc,17659,0.982491672039032,0.9978493452072144,0.015357673168182373,False
cnn_random_aug,mcmc,17659,0.6760940551757812,0.928519606590271,0.25242555141448975,False
cnn_adv_mixed,mcmc,17659,0.5812959671020508,0.5126792788505554,0.06861668825149536,False
cnn_clean,mcmc,690,0.009371818043291569,0.6024134159088135,0.5930415987968445,True
cnn_random_aug,mcmc,690,0.19495077431201935,0.2601841688156128,0.06523339450359344,False
cnn_adv_mixed,mcmc,690,0.370707631111145,0.5680849552154541,0.19737732410430908,True
cnn_clean,mcmc,13687,0.4804913401603699,0.9960709810256958,0.5155796408653259,True
cnn_random_aug,mcmc,13687,0.5097997188568115,0.1596948802471161,0.35010483860969543,True
cnn_adv_mixed,mcmc,13687,0.5363215804100037,0.762001097202301,0.22567951679229736,False
cnn_clean,mcmc,601,0.5267961621284485,0.9690139293670654,0.44221776723861694,False
cnn_random_aug,mcmc,601,0.848267138004303,0.9543302655220032,0.1060631275177002,False
cnn_adv_mixed,mcmc,601,0.8061959147453308,0.5984380841255188,0.207757830619812,False
cnn_clean,mcmc,13354,0.7185173034667969,0.991877555847168,0.2733602523803711,False
cnn_random_aug,mcmc,13354,0.27331167459487915,0.905306875705719,0.6319952011108398,True
cnn_adv_mixed,mcmc,13354,0.5612719058990479,0.5908366441726685,0.029564738273620605,False
cnn_clean,mcmc,11514,0.9064962267875671,0.2041294425725937,0.7023667693138123,True
cnn_random_aug,mcmc,11514,0.4190210998058319,0.3556147515773773,0.06340634822845459,False
cnn_adv_mixed,mcmc,11514,0.701517641544342,0.7348164916038513,0.03329885005950928,False
cnn_clean,mcmc,6005,0.80347740650177,0.07534413784742355,0.7281332612037659,True
cnn_random_aug,mcmc,6005,0.546915590763092,0.5318365693092346,0.015079021453857422,False
cnn_adv_mixed,mcmc,6005,0.17672224342823029,0.5490671992301941,0.372344970703125,True
cnn_clean,mcmc,3827,0.06066436320543289,0.0040328954346477985,0.05663146823644638,False
cnn_random_aug,mcmc,3827,0.5767037272453308,0.4411020576953888,0.13560166954994202,True
cnn_adv_mixed,mcmc,3827,0.7919050455093384,0.8406241536140442,0.04871910810470581,False
cnn_clean,mcmc,2857,0.3556325137615204,0.008629810065031052,0.34700271487236023,False
cnn_random_aug,mcmc,2857,0.4677693545818329,0.5609025359153748,0.09313318133354187,True
cnn_adv_mixed,mcmc,2857,0.6234806776046753,0.5895366072654724,0.03394407033920288,False
cnn_clean,mcmc,7684,0.44395196437835693,0.9971439242362976,0.5531919598579407,True
cnn_random_aug,mcmc,7684,0.5646631717681885,0.5288434624671936,0.03581970930099487,False
cnn_adv_mixed,mcmc,7684,0.7214711308479309,0.8735560178756714,0.15208488702774048,False
cnn_clean,mcmc,1318,0.9236491322517395,0.9982047080993652,0.07455557584762573,False
cnn_random_aug,mcmc,1318,0.6560011506080627,0.5271373391151428,0.12886381149291992,False
cnn_adv_mixed,mcmc,1318,0.733298659324646,0.5657379031181335,0.16756075620651245,False
cnn_clean,mcmc,16882,0.55266273021698,0.9799429774284363,0.4272802472114563,False
cnn_random_aug,mcmc,16882,0.5447351932525635,0.5346274375915527,0.010107755661010742,False
cnn_adv_mixed,mcmc,16882,0.7149285674095154,0.5717529058456421,0.1431756615638733,False
cnn_clean,mcmc,18547,0.12544187903404236,0.0067440215498209,0.11869785934686661,False
cnn_random_aug,mcmc,18547,0.3832095265388489,0.5951537489891052,0.21194422245025635,True
cnn_adv_mixed,mcmc,18547,0.7107955813407898,0.7091591358184814,0.0016364455223083496,False
cnn_clean,mcmc,6959,0.9574182033538818,0.017403293401002884,0.9400148987770081,True
cnn_random_aug,mcmc,6959,0.492910772562027,0.3813543915748596,0.11155638098716736,False
cnn_adv_mixed,mcmc,6959,0.8325185179710388,0.8510839939117432,0.018565475940704346,False
cnn_clean,mcmc,17052,0.4486943483352661,0.04943409562110901,0.3992602527141571,False
cnn_random_aug,mcmc,17052,0.1999412328004837,0.07602977752685547,0.12391145527362823,False
cnn_adv_mixed,mcmc,17052,0.7349037528038025,0.10792367160320282,0.6269800662994385,True
cnn_clean,mcmc,19803,0.4789082109928131,0.027406761422753334,0.4515014588832855,False
cnn_random_aug,mcmc,19803,0.7302262187004089,0.21175901591777802,0.5184671878814697,True
cnn_adv_mixed,mcmc,19803,0.7172443270683289,0.7160153985023499,0.001228928565979004,False
cnn_clean,mcmc,11163,0.7264100313186646,0.020997244864702225,0.7054128050804138,True
cnn_random_aug,mcmc,11163,0.8180075883865356,0.3594241142272949,0.4585834741592407,True
cnn_adv_mixed,mcmc,11163,0.37780171632766724,0.1043979749083519,0.27340373396873474,False
cnn_clean,mcmc,19245,0.6423093676567078,0.03758733719587326,0.6047220230102539,True
cnn_random_aug,mcmc,19245,0.4879532754421234,0.2736656069755554,0.214287668466568,False
cnn_adv_mixed,mcmc,19245,0.45467105507850647,0.20306682586669922,0.25160422921180725,False
cnn_clean,mcmc,1016,0.6643320918083191,0.030968517065048218,0.6333636045455933,True
cnn_random_aug,mcmc,1016,0.7509323954582214,0.34785494208335876,0.40307745337486267,True
cnn_adv_mixed,mcmc,1016,0.9219505786895752,0.7007490396499634,0.22120153903961182,False
cnn_clean,mcmc,12164,0.6480952501296997,0.03212243318557739,0.6159728169441223,True
cnn_random_aug,mcmc,12164,0.08149341493844986,0.08671458810567856,0.005221173167228699,False
cnn_adv_mixed,mcmc,12164,0.8901612162590027,0.8171378374099731,0.07302337884902954,False
cnn_clean,mcmc,10040,0.6540648341178894,0.9958093166351318,0.34174448251724243,False
cnn_random_aug,mcmc,10040,0.15555620193481445,0.6610119342803955,0.505455732345581,True
cnn_adv_mixed,mcmc,10040,0.44153329730033875,0.6363818049430847,0.19484850764274597,True
cnn_clean,mcmc,8194,0.24553054571151733,0.9916861653327942,0.7461556196212769,True
cnn_random_aug,mcmc,8194,0.10903678089380264,0.13777661323547363,0.02873983234167099,False
cnn_adv_mixed,mcmc,8194,0.30691006779670715,0.7833253741264343,0.4764153063297272,True
cnn_clean,mcmc,344,0.09070408344268799,0.0019311540527269244,0.08877293020486832,False
cnn_random_aug,mcmc,344,0.3193892240524292,0.33979323506355286,0.020404011011123657,False
cnn_adv_mixed,mcmc,344,0.22393430769443512,0.04048965126276016,0.18344464898109436,False
cnn_clean,mcmc,6568,0.1934359222650528,0.002125331200659275,0.1913105845451355,False
cnn_random_aug,mcmc,6568,0.24926415085792542,0.34114864468574524,0.09188449382781982,False
cnn_adv_mixed,mcmc,6568,0.3702978193759918,0.3190650939941406,0.051232725381851196,False
cnn_clean,mcmc,9816,0.02828659676015377,0.002507966011762619,0.02577863074839115,False
cnn_random_aug,mcmc,9816,0.31296077370643616,0.39165303111076355,0.07869225740432739,False
cnn_adv_mixed,mcmc,9816,0.40533655881881714,0.3705019950866699,0.03483456373214722,False
cnn_clean,mcmc,5912,0.31029123067855835,0.9639067053794861,0.6536154747009277,True
cnn_random_aug,mcmc,5912,0.5347995758056641,0.4256860613822937,0.10911351442337036,True
cnn_adv_mixed,mcmc,5912,0.6262956857681274,0.8888470530509949,0.26255136728286743,False
cnn_clean,mcmc,9466,0.7594209909439087,0.004603179171681404,0.75481778383255,True
cnn_random_aug,mcmc,9466,0.11656509339809418,0.07676446437835693,0.039800629019737244,False
cnn_adv_mixed,mcmc,9466,0.5815227627754211,0.3739757835865021,0.20754697918891907,True
cnn_clean,mcmc,11129,0.9207763671875,0.08566834032535553,0.8351080417633057,True
cnn_random_aug,mcmc,11129,0.9578867554664612,0.24166321754455566,0.7162235379219055,True
cnn_adv_mixed,mcmc,11129,0.4628910422325134,0.31089457869529724,0.1519964635372162,False
cnn_clean,mcmc,4682,0.25521162152290344,0.02878798544406891,0.22642363607883453,False
cnn_random_aug,mcmc,4682,0.3902359902858734,0.3774421513080597,0.01279383897781372,False
cnn_adv_mixed,mcmc,4682,0.2671312987804413,0.5133293271064758,0.24619802832603455,True
cnn_clean,mcmc,16552,0.6739042401313782,0.028684217482805252,0.6452200412750244,True
cnn_random_aug,mcmc,16552,0.26221543550491333,0.2630579173564911,0.0008424818515777588,False
cnn_adv_mixed,mcmc,16552,0.5826248526573181,0.6168957948684692,0.03427094221115112,False
cnn_clean,mcmc,13333,0.4378577172756195,0.021765420213341713,0.41609230637550354,False
cnn_random_aug,mcmc,13333,0.07199570536613464,0.22708506882190704,0.1550893634557724,False
cnn_adv_mixed,mcmc,13333,0.8343545198440552,0.3702087700366974,0.4641457498073578,True
cnn_clean,mcmc,11106,0.8560131788253784,0.9912859797477722,0.1352728009223938,False
cnn_random_aug,mcmc,11106,0.5159345269203186,0.4775489568710327,0.03838557004928589,True
cnn_adv_mixed,mcmc,11106,0.7217473387718201,0.4838736057281494,0.23787373304367065,True
cnn_clean,mcmc,2640,0.5331407189369202,0.005754110403358936,0.5273866057395935,True
cnn_random_aug,mcmc,2640,0.4682992994785309,0.37095364928245544,0.09734565019607544,False
cnn_adv_mixed,mcmc,2640,0.8661901354789734,0.800334632396698,0.06585550308227539,False
cnn_clean,mcmc,1284,0.46008679270744324,0.0018738902872428298,0.4582129120826721,False
cnn_random_aug,mcmc,1284,0.8914589285850525,0.4657578468322754,0.4257010817527771,True
cnn_adv_mixed,mcmc,1284,0.6042341589927673,0.5125582814216614,0.09167587757110596,False
cnn_clean,mcmc,19290,0.8108797669410706,0.1452455222606659,0.665634274482727,True
cnn_random_aug,mcmc,19290,0.7257086634635925,0.7065037488937378,0.019204914569854736,False
cnn_adv_mixed,mcmc,19290,0.12819533050060272,0.5660265684127808,0.43783122301101685,True
cnn_clean,mcmc,2607,0.06232749670743942,0.9465234875679016,0.8841959834098816,True
cnn_random_aug,mcmc,2607,0.6782830357551575,0.8519439101219177,0.17366087436676025,False
cnn_adv_mixed,mcmc,2607,0.9442230463027954,0.9382655024528503,0.005957543849945068,False
cnn_clean,mcmc,6035,0.24982625246047974,0.9668776392936707,0.7170513868331909,True
cnn_random_aug,mcmc,6035,0.24555665254592896,0.2882704436779022,0.04271379113197327,False
cnn_adv_mixed,mcmc,6035,0.785030722618103,0.8608936667442322,0.07586294412612915,False
cnn_clean,mcmc,16163,0.8428213000297546,0.9933852553367615,0.15056395530700684,False
cnn_random_aug,mcmc,16163,0.8382912874221802,0.8610880374908447,0.02279675006866455,False
cnn_adv_mixed,mcmc,16163,0.8890693783760071,0.8019276857376099,0.08714169263839722,False
cnn_clean,mcmc,8511,0.525640606880188,0.9792317152023315,0.45359110832214355,False
cnn_random_aug,mcmc,8511,0.6668145060539246,0.9121871590614319,0.24537265300750732,False
cnn_adv_mixed,mcmc,8511,0.5895380973815918,0.8981841802597046,0.3086460828781128,False
cnn_clean,mcmc,5281,0.6413124203681946,0.05762157589197159,0.5836908221244812,True
cnn_random_aug,mcmc,5281,0.3099750280380249,0.3486686646938324,0.038693636655807495,False
cnn_adv_mixed,mcmc,5281,0.6477973461151123,0.3752289414405823,0.27256840467453003,True
cnn_clean,mcmc,9272,0.6635370850563049,0.9901718497276306,0.3266347646713257,False
cnn_random_aug,mcmc,9272,0.6459421515464783,0.8054965734481812,0.15955442190170288,False
cnn_adv_mixed,mcmc,9272,0.5810230374336243,0.7476531863212585,0.16663014888763428,False
cnn_clean,mcmc,724,0.16925229132175446,0.00785281602293253,0.1613994687795639,False
cnn_random_aug,mcmc,724,0.31479984521865845,0.4101753532886505,0.09537550806999207,False
cnn_adv_mixed,mcmc,724,0.14972221851348877,0.06778264045715332,0.08193957805633545,False
cnn_clean,mcmc,16531,0.8890122771263123,0.787492573261261,0.10151970386505127,False
cnn_random_aug,mcmc,16531,0.6983498930931091,0.6813399195671082,0.017009973526000977,False
cnn_adv_mixed,mcmc,16531,0.9006296992301941,0.8631258606910706,0.037503838539123535,False
cnn_clean,evolutionary,18666,0.6653796434402466,0.04871485382318497,0.6166647672653198,True
cnn_random_aug,evolutionary,18666,0.8777365684509277,0.795240044593811,0.0824965238571167,False
cnn_adv_mixed,evolutionary,18666,0.2387365996837616,0.1140030100941658,0.1247335895895958,False
cnn_clean,evolutionary,3636,0.45415014028549194,0.12149401754140854,0.3326561152935028,False
cnn_random_aug,evolutionary,3636,0.3544577360153198,0.8153550624847412,0.4608973264694214,True
cnn_adv_mixed,evolutionary,3636,0.7563077807426453,0.7697620987892151,0.013454318046569824,False
cnn_clean,evolutionary,13810,0.13559195399284363,0.8396971225738525,0.7041051387786865,True
cnn_random_aug,evolutionary,13810,0.20146016776561737,0.20942682027816772,0.007966652512550354,False
cnn_adv_mixed,evolutionary,13810,0.32670822739601135,0.4546034336090088,0.12789520621299744,False
cnn_clean,evolutionary,9408,0.31289204955101013,0.11039499193429947,0.20249706506729126,False
cnn_random_aug,evolutionary,9408,0.9094688892364502,0.7789568305015564,0.1305120587348938,False
cnn_adv_mixed,evolutionary,9408,0.8251733183860779,0.7435060143470764,0.08166730403900146,False
