source_id,source_smiles,candidate_smiles,source_prediction_eV,candidate_prediction_eV,drift_eV,valid,independent_edit_count,string_edit_distance,atom_delta,components,site_was_aromatic,site_bonds_to_wildcard,site_element_from,site_element_to
2946,[*]CNC(=O)CCCCCCCCC(=O)N[*],*CNC(=O)OCCCCCCCC(=O)N*,5.987525939941406,6.082812786102295,0.09528684616088867,True,1,3,0,1,False,0,C,O
2946,[*]CNC(=O)CCCCCCCCC(=O)N[*],*CNC(=O)SCCCCCCCC(=O)N*,5.987525939941406,5.25222635269165,0.7352995872497559,True,1,3,0,1,False,0,C,S
2946,[*]CNC(=O)CCCCCCCCC(=O)N[*],*CNC(=O)CNCCCCCCC(=O)N*,5.987525939941406,5.672981262207031,0.314544677734375,True,1,3,0,1,False,0,C,N
2946,[*]CNC(=O)CCCCCCCCC(=O)N[*],*CNC(=O)COCCCCCCC(=O)N*,5.987525939941406,5.800314426422119,0.1872115135192871,True,1,3,0,1,False,0,C,O
2946,[*]CNC(=O)CCCCCCCCC(=O)N[*],*CNC(=O)CSCCCCCCC(=O)N*,5.987525939941406,4.9671220779418945,1.0204038619995117,True,1,3,0,1,False,0,C,S
2946,[*]CNC(=O)CCCCCCCCC(=O)N[*],*CNC(=O)CCNCCCCCC(=O)N*,5.987525939941406,5.6501007080078125,0.33742523193359375,True,1,3,0,1,False,0,C,N
2946,[*]CNC(=O)CCCCCCCCC(=O)N[*],*CNC(=O)CCOCCCCCC(=O)N*,5.987525939941406,5.75633430480957,0.23119163513183594,True,1,3,0,1,False,0,C,O
2946,[*]CNC(=O)CCCCCCCCC(=O)N[*],*CNC(=O)CCSCCCCCC(=O)N*,5.987525939941406,4.975788116455078,1.0117378234863281,True,1,3,0,1,False,0,C,S
2946,[*]CNC(=O)CCCCCCCCC(=O)N[*],*CNC(=O)CCCNCCCCC(=O)N*,5.987525939941406,5.649425029754639,0.3381009101867676,True,1,3,0,1,False,0,C,N
2946,[*]CNC(=O)CCCCCCCCC(=O)N[*],*CNC(=O)CCCOCCCCC(=O)N*,5.987525939941406,5.753708362579346,0.23381757736206055,True,1,3,0,1,False,0,C,O
2946,[*]CNC(=O)CCCCCCCCC(=O)N[*],*CNC(=O)CCCSCCCCC(=O)N*,5.987525939941406,4.923407077789307,1.0641188621520996,True,1,3,0,1,False,0,C,S
2946,[*]CNC(=O)CCCCCCCCC(=O)N[*],*CNC(=O)CCCCNCCCC(=O)N*,5.987525939941406,5.649425029754639,0.3381009101867676,True,1,3,0,1,False,0,C,N
2946,[*]CNC(=O)CCCCCCCCC(=O)N[*],*CNC(=O)CCCCOCCCC(=O)N*,5.987525939941406,5.753708362579346,0.23381757736206055,True,1,3,0,1,False,0,C,O
2946,[*]CNC(=O)CCCCCCCCC(=O)N[*],*CNC(=O)CCCCSCCCC(=O)N*,5.987525939941406,4.923342227935791,1.0641837120056152,True,1,3,0,1,False,0,C,S
2946,[*]CNC(=O)CCCCCCCCC(=O)N[*],*CNC(=O)CCCCCNCCC(=O)N*,5.987525939941406,5.650116920471191,0.33740901947021484,True,1,3,0,1,False,0,C,N
2946,[*]CNC(=O)CCCCCCCCC(=O)N[*],*CNC(=O)CCCCCOCCC(=O)N*,5.987525939941406,5.756349086761475,0.23117685317993164,True,1,3,0,1,False,0,C,O
2946,[*]CNC(=O)CCCCCCCCC(=O)N[*],*CNC(=O)CCCCCSCCC(=O)N*,5.987525939941406,4.976443767547607,1.0110821723937988,True,1,3,0,1,False,0,C,S
2946,[*]CNC(=O)CCCCCCCCC(=O)N[*],*CNC(=O)CCCCCCNCC(=O)N*,5.987525939941406,5.670838356018066,0.31668758392333984,True,1,3,0,1,False,0,C,N
2946,[*]CNC(=O)CCCCCCCCC(=O)N[*],*CNC(=O)CCCCCCOCC(=O)N*,5.987525939941406,5.79334831237793,0.19417762756347656,True,1,3,0,1,False,0,C,O
2946,[*]CNC(=O)CCCCCCCCC(=O)N[*],*CNC(=O)CCCCCCSCC(=O)N*,5.987525939941406,4.949009418487549,1.0385165214538574,True,1,3,0,1,False,0,C,S
2946,[*]CNC(=O)CCCCCCCCC(=O)N[*],*CNC(=O)CCCCCCCNC(=O)N*,5.987525939941406,5.818623065948486,0.16890287399291992,True,1,3,0,1,False,0,C,N
2946,[*]CNC(=O)CCCCCCCCC(=O)N[*],*CNC(=O)CCCCCCCOC(=O)N*,5.987525939941406,6.050589561462402,0.0630636215209961,True,1,3,0,1,False,0,C,O
2946,[*]CNC(=O)CCCCCCCCC(=O)N[*],*CNC(=O)CCCCCCCSC(=O)N*,5.987525939941406,5.186773777008057,0.8007521629333496,True,1,3,0,1,False,0,C,S
2946,[*]CNC(=O)CCCCCCCCC(=O)N[*],*CNC(=O)CCCCCCCCS(=O)N*,5.987525939941406,5.9420552253723145,0.0454707145690918,True,1,3,0,1,False,0,C,S
2946,[*]CNC(=O)CCCCCCCCC(=O)N[*],*CNC(=O)CCCCCCCCC(=C)N*,5.987525939941406,5.620461463928223,0.3670644760131836,True,1,3,0,1,False,0,O,C
2946,[*]CNC(=O)CCCCCCCCC(=O)N[*],*CNC(=O)CCCCCCCCC(=N)N*,5.987525939941406,5.829811096191406,0.15771484375,True,1,3,0,1,False,0,O,N
2946,[*]CNC(=O)CCCCCCCCC(=O)N[*],*CNC(=O)CCCCCCCCC(=S)N*,5.987525939941406,5.022373199462891,0.9651527404785156,True,1,3,0,1,False,0,O,S
2946,[*]CNC(=O)CCCCCCCCC(=O)N[*],*CNC(=O)CCCCCCCCC(=O)C*,5.987525939941406,6.096407890319824,0.10888195037841797,True,1,3,0,1,False,1,N,C
2946,[*]CNC(=O)CCCCCCCCC(=O)N[*],*CNC(=O)CCCCCCCCC(=O)O*,5.987525939941406,6.4219136238098145,0.4343876838684082,True,1,3,0,1,False,1,N,O
2946,[*]CNC(=O)CCCCCCCCC(=O)N[*],*CNC(=O)CCCCCCCCC(=O)S*,5.987525939941406,5.256679534912109,0.7308464050292969,True,1,3,0,1,False,1,N,S
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Cc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.90601921081543,0.10058879852294922,True,1,3,0,1,False,1,O,C
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Nc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.591967582702637,0.21346282958984375,True,1,3,0,1,False,1,O,N
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Sc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.596832752227783,0.20859766006469727,True,1,3,0,1,False,1,O,S
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*OS1=CC=C(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OC)C=C1,4.8054304122924805,4.16964864730835,0.6357817649841309,True,1,11,0,1,True,0,C,S
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OC)cn1,4.8054304122924805,4.8593974113464355,0.05396699905395508,True,1,3,0,1,True,0,C,N
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OC)nc1,4.8054304122924805,4.84401273727417,0.03858232498168945,True,1,3,0,1,True,0,C,N
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*OC1=CC=S(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OC)C=C1,4.8054304122924805,4.137176036834717,0.6682543754577637,True,1,11,0,1,True,0,C,S
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(NC(NC(=O)CCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.559333801269531,0.24609661102294922,True,1,3,0,1,False,0,C,N
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(OC(NC(=O)CCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.591245651245117,0.21418476104736328,True,1,3,0,1,False,0,C,O
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(SC(NC(=O)CCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.551833152770996,0.2535972595214844,True,1,3,0,1,False,0,C,S
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CN(NC(=O)CCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.53056001663208,0.2748703956604004,True,1,3,0,1,False,0,C,N
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(C[SH](NC(=O)CCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.779500484466553,0.025929927825927734,True,1,3,0,1,False,0,C,S
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(CC(=O)CCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.830618858337402,0.025188446044921875,True,1,3,0,1,False,0,N,C
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(OC(=O)CCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.836124420166016,0.030694007873535156,True,1,3,0,1,False,0,N,O
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(SC(=O)CCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.748361110687256,0.05706930160522461,True,1,3,0,1,False,0,N,S
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NS(=O)CCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.7817912101745605,0.023639202117919922,True,1,3,0,1,False,0,C,S
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=C)CCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.749942779541016,0.055487632751464844,True,1,3,0,1,False,0,O,C
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=N)CCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.786052227020264,0.019378185272216797,True,1,3,0,1,False,0,O,N
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=S)CCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.60573148727417,0.19969892501831055,True,1,3,0,1,False,0,O,S
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)NCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.750595569610596,0.054834842681884766,True,1,3,0,1,False,0,C,N
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)OCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.753979206085205,0.05145120620727539,True,1,3,0,1,False,0,C,O
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)SCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.536381721496582,0.26904869079589844,True,1,3,0,1,False,0,C,S
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CNc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.623592376708984,0.1818380355834961,True,1,3,0,1,False,0,C,N
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)COc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.622644424438477,0.1827859878540039,True,1,3,0,1,False,0,C,O
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CSc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.539015769958496,0.2664146423339844,True,1,3,0,1,False,0,C,S
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCS2=CC=C(OC(=O)CCCCCCC(*)=O)C=C2)C(=O)OC)cc1,4.8054304122924805,4.151454925537109,0.6539754867553711,True,1,11,0,1,True,0,C,S
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC(*)=O)cn2)C(=O)OC)cc1,4.8054304122924805,4.843774795532227,0.038344383239746094,True,1,3,0,1,True,0,C,N
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC(*)=O)nc2)C(=O)OC)cc1,4.8054304122924805,4.858218669891357,0.05278825759887695,True,1,3,0,1,True,0,C,N
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCC2=CC=S(OC(=O)CCCCCCC(*)=O)C=C2)C(=O)OC)cc1,4.8054304122924805,4.142287731170654,0.6631426811218262,True,1,11,0,1,True,0,C,S
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(CC(=O)CCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.918173313140869,0.11274290084838867,True,1,3,0,1,False,0,O,C
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(NC(=O)CCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.736717700958252,0.06871271133422852,True,1,3,0,1,False,0,O,N
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(SC(=O)CCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.786834239959717,0.018596172332763672,True,1,3,0,1,False,0,O,S
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(OS(=O)CCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.655729293823242,0.14970111846923828,True,1,3,0,1,False,0,C,S
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=C)CCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.757061958312988,0.04836845397949219,True,1,3,0,1,False,0,O,C
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=N)CCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.7768025398254395,0.028627872467041016,True,1,3,0,1,False,0,O,N
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=S)CCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.5529279708862305,0.25250244140625,True,1,3,0,1,False,0,O,S
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)NCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.762459754943848,0.04297065734863281,True,1,3,0,1,False,0,C,N
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)OCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.802246570587158,0.0031838417053222656,True,1,3,0,1,False,0,C,O
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)SCCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.657320976257324,0.14810943603515625,True,1,3,0,1,False,0,C,S
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CNCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.7398905754089355,0.06553983688354492,True,1,3,0,1,False,0,C,N
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)COCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.750303745269775,0.05512666702270508,True,1,3,0,1,False,0,C,O
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CSCCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.575839042663574,0.22959136962890625,True,1,3,0,1,False,0,C,S
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCNCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.7410125732421875,0.06441783905029297,True,1,3,0,1,False,0,C,N
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCOCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.757115364074707,0.04831504821777344,True,1,3,0,1,False,0,C,O
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCSCCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.622018814086914,0.1834115982055664,True,1,3,0,1,False,0,C,S
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCNCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.740977764129639,0.0644526481628418,True,1,3,0,1,False,0,C,N
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCOCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.75701904296875,0.04841136932373047,True,1,3,0,1,False,0,C,O
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCSCCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.619135856628418,0.1862945556640625,True,1,3,0,1,False,0,C,S
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCNCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.736787796020508,0.06864261627197266,True,1,3,0,1,False,0,C,N
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCOCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.750677585601807,0.05475282669067383,True,1,3,0,1,False,0,C,O
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCSCC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.5538249015808105,0.2516055107116699,True,1,3,0,1,False,0,C,S
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCNC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.759275913238525,0.04615449905395508,True,1,3,0,1,False,0,C,N
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCOC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.835801601409912,0.03037118911743164,True,1,3,0,1,False,0,C,O
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCSC(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.655107021331787,0.15032339096069336,True,1,3,0,1,False,0,C,S
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCS(*)=O)cc2)C(=O)OC)cc1,4.8054304122924805,4.629182815551758,0.17624759674072266,True,1,3,0,1,False,1,C,S
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC(*)=C)cc2)C(=O)OC)cc1,4.8054304122924805,4.699502468109131,0.10592794418334961,True,1,3,0,1,False,0,O,C
2947,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC(*)=N)cc2)C(=O)OC)cc1,4.8054304122924805,4.747624397277832,0.05780601501464844,True,1,3,0,1,False,0,O,N
