strategy,query_budget,queries_used,candidates_proposed,candidates_valid,valid_candidate_rate,candidates_unique,unique_candidate_rate,duplicates,invalid_proposals,edit_budget_rejections,source_prediction,best_prediction,best_drift,drift_per_query,best_operator_edits,max_operator_edits,mean_operator_edits,seed,operator,objective,source_smiles,best_smiles,predictor_calls,one_model_call_per_query,atom_edit_count,structural_change_proxy,element_change_count,atom_count_delta,component_count_delta,best_is_source,source_id
greedy,20,20,30,28,0.9333333333333333,20,1.0,2,0,0,3.604166030883789,5.3889055252075195,1.7847394943237305,0.08923697471618652,2.0,2.0,1.25,42,simple_substitution,UntargetedDrift,*CC(=O)C(=S)C(*)=O,*OC(=O)C(=O)C(*)=O,21,True,2,2,2,0,0,False,4
greedy,20,20,79,79,1.0,20,1.0,0,0,0,2.682847023010254,2.326362133026123,0.35648488998413086,0.017824244499206544,1.0,1.0,1.0,42,simple_substitution,UntargetedDrift,*C#Cc1cc(C#Cc2cc(N)c(*)cc2[N+](=O)[O-])c(OCCOCCOC)cc1OCCOCCOC,*C#Cc1cc(C#CS2=CC(N)=C(*)C=C2[N+](=O)[O-])c(OCCOCCOC)cc1OCCOCCOC,21,True,1,1,1,0,0,False,5
greedy,20,20,31,31,1.0,20,1.0,0,0,0,1.931450605392456,2.652724027633667,0.7212734222412109,0.03606367111206055,1.0,1.0,1.0,42,simple_substitution,UntargetedDrift,*C#Cc1ccc(C#Cc2sc(*)c([N+](=O)[O-])c2[N+](=O)[O-])cc1,*C#Cc1ccc(C#CC2=C([N+](=O)[O-])S([N+](=O)[O-])=C(*)S2)cc1,21,True,1,1,1,0,0,False,6
greedy,20,20,33,33,1.0,20,1.0,0,0,0,2.3184561729431152,1.5913891792297363,0.7270669937133789,0.036353349685668945,1.0,1.0,1.0,42,simple_substitution,UntargetedDrift,*C#Cc1sc(C#Cc2ccc(*)nc2)c([N+](=O)[O-])c1[N+](=O)[O-],*C#CS1=C([N+](=O)[O-])C([N+](=O)[O-])=C(C#Cc2ccc(*)nc2)S1,21,True,1,1,1,0,0,False,7
greedy,20,20,56,56,1.0,20,1.0,0,0,0,3.9084136486053467,3.668297290802002,0.24011635780334473,0.012005817890167237,1.0,1.0,1.0,42,simple_substitution,UntargetedDrift,*CCCCCCCCCCOC(=O)c1ccc(C=Cc2ccc(C(=O)O*)cc2)cc1,*OC(=O)c1ccc(C=Cc2ccc(C(=O)OCCCCCCCCCS*)cc2)cc1,21,True,1,1,1,0,0,False,8
greedy,20,20,44,44,1.0,20,1.0,0,0,0,2.770007848739624,3.2958593368530273,0.5258514881134033,0.026292574405670167,1.0,1.0,1.0,42,simple_substitution,UntargetedDrift,*C=Cc1csc(C=Cc2cccc(*)n2)c1CCCCCCCC,*N=Cc1csc(C=Cc2cccc(*)n2)c1CCCCCCCC,21,True,1,1,1,0,0,False,9
greedy,20,20,22,22,1.0,20,1.0,0,0,0,5.766177177429199,4.462924957275391,1.3032522201538086,0.06516261100769043,1.0,1.0,1.0,42,simple_substitution,UntargetedDrift,*CC(*)C(=O)NCCO,*CC(*)C(=S)NCCO,21,True,1,1,1,0,0,False,10
greedy,20,20,25,25,1.0,20,1.0,0,0,0,5.358880043029785,6.355340003967285,0.9964599609375,0.049822998046875,1.0,1.0,1.0,42,simple_substitution,UntargetedDrift,*CC(*)C(=O)SC(C)CC,*CC(*)C(=O)OC(C)CC,21,True,1,1,1,0,0,False,11
greedy,20,20,26,26,1.0,20,1.0,0,0,0,5.310904502868652,6.647587776184082,1.3366832733154297,0.06683416366577148,1.0,1.0,1.0,42,simple_substitution,UntargetedDrift,*OC(=O)CCSCCC(*)=O,*OC(=O)CCCCCC(*)=O,21,True,1,1,1,0,0,False,12
greedy,20,20,31,31,1.0,20,1.0,0,0,0,5.054882526397705,4.417916774749756,0.6369657516479492,0.03184828758239746,1.0,1.0,1.0,42,simple_substitution,UntargetedDrift,*CC(*)C(=O)OCCCSCC,*CC(*)C(=S)OCCCSCC,21,True,1,1,1,0,0,False,13
greedy,20,20,32,32,1.0,20,1.0,0,0,0,5.500260353088379,4.311397075653076,1.1888632774353027,0.05944316387176514,1.0,1.0,1.0,42,simple_substitution,UntargetedDrift,*C=CC(C)C(*)C(=O)OCCCC,*C=CC(C)C(*)C(=S)OCCCC,21,True,1,1,1,0,0,False,14
greedy,20,20,35,35,1.0,20,1.0,0,0,0,5.93048095703125,4.774847030639648,1.1556339263916016,0.05778169631958008,1.0,1.0,1.0,42,simple_substitution,UntargetedDrift,*NC(CCC(=O)OCCCC)C(*)=O,*NC(CCC(=S)OCCCC)C(*)=O,21,True,1,1,1,0,0,False,15
greedy,20,20,34,34,1.0,20,1.0,0,0,0,6.093667507171631,4.3924560546875,1.7012114524841309,0.08506057262420655,1.0,1.0,1.0,42,simple_substitution,UntargetedDrift,*CC(*)(C#N)C(=O)OCC(C)OCC=C,*CC(*)(C#[SH])C(=O)OCC(C)OCC=C,21,True,1,1,1,0,0,False,16
greedy,20,20,43,43,1.0,20,1.0,0,0,0,4.716371059417725,5.691512584686279,0.9751415252685547,0.048757076263427734,1.0,1.0,1.0,42,simple_substitution,UntargetedDrift,*C(=NCCCCCC)N(*)CCCCCC,*N(CCCCCC)S(*)=NCCCCCC,21,True,1,1,1,0,0,False,17
greedy,20,20,36,36,1.0,20,1.0,0,0,0,5.228766918182373,4.480069160461426,0.7486977577209473,0.03743488788604736,1.0,1.0,1.0,42,simple_substitution,UntargetedDrift,*CC#CC#CCOC(=O)CCCCC(=O)O*,*CS#CC#CCOC(=O)CCCCC(=O)O*,21,True,1,1,1,0,0,False,18
greedy,20,20,26,26,1.0,20,1.0,0,0,0,6.2741827964782715,4.982485771179199,1.2916970252990723,0.06458485126495361,1.0,1.0,1.0,42,simple_substitution,UntargetedDrift,*CC(CO*)(CS(=O)(=O)CCC)CS(=O)(=O)CCC,*CC(CO*)(CS(=O)(=O)CCC)CS(=O)(=S)CCC,21,True,1,1,1,0,0,False,19
greedy,20,20,31,29,0.9354838709677419,20,1.0,2,0,0,6.232177257537842,4.136162281036377,2.096014976501465,0.10480074882507324,2.0,2.0,1.3,42,simple_substitution,UntargetedDrift,*CC(C)(C)CS(*)(=O)=O,*SC(C)(C)CS(*)(=O)=S,21,True,2,2,2,0,0,False,20
greedy,20,20,38,38,1.0,20,1.0,0,0,0,7.237398147583008,7.678802490234375,0.4414043426513672,0.02207021713256836,1.0,2.0,1.05,42,simple_substitution,UntargetedDrift,*C(F)C(*)(F)OC(F)(F)F,*C(F)C(*)(F)OS(F)(F)F,21,True,1,1,1,0,0,False,21
greedy,20,20,28,28,1.0,20,1.0,0,0,0,6.301794528961182,4.676426410675049,1.6253681182861328,0.08126840591430665,1.0,1.0,1.0,42,simple_substitution,UntargetedDrift,*CC(*)C(=O)OCCCCC,*CC(*)C(=S)OCCCCC,21,True,1,1,1,0,0,False,22
greedy,20,20,31,31,1.0,20,1.0,0,0,0,6.122353553771973,4.604934215545654,1.5174193382263184,0.07587096691131592,1.0,1.0,1.0,42,simple_substitution,UntargetedDrift,*CC(*)(C)C(=O)OCCCOC,*CC(*)(C)C(=S)OCCCOC,21,True,1,1,1,0,0,False,23
greedy,20,20,34,34,1.0,20,1.0,0,0,0,5.851002216339111,4.799572467803955,1.0514297485351562,0.05257148742675781,1.0,1.0,1.0,42,simple_substitution,UntargetedDrift,*C=CCCCCCCCCCC*,*C=CCCCCSCCCCC*,21,True,1,1,1,0,0,False,24
greedy,20,20,23,23,1.0,20,1.0,0,0,0,7.346739768981934,7.584042072296143,0.23730230331420898,0.01186511516571045,1.0,1.0,1.0,42,simple_substitution,UntargetedDrift,*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)F,*C(F)(F)C(*)(F)OC(F)(F)S(F)(F)F,21,True,1,1,1,0,0,False,25
greedy,20,20,28,28,1.0,20,1.0,0,0,0,6.814662933349609,5.118136405944824,1.6965265274047852,0.08482632637023926,1.0,1.0,1.0,42,simple_substitution,UntargetedDrift,*CC(*)(F)C(=O)OCC(F)(F)C(F)(F)F,*CC(*)(F)C(=S)OCC(F)(F)C(F)(F)F,21,True,1,1,1,0,0,False,26
greedy,20,20,43,43,1.0,20,1.0,0,0,0,6.311307907104492,4.983216762542725,1.3280911445617676,0.06640455722808838,1.0,1.0,1.0,42,simple_substitution,UntargetedDrift,*CCCCCCCCCCCCC(=O)N*,*NC(=O)CCCCCCCCCCCS*,21,True,1,1,1,0,0,False,27
greedy,20,20,30,30,1.0,20,1.0,0,0,0,6.676274299621582,5.27660608291626,1.3996682167053223,0.06998341083526612,1.0,1.0,1.0,42,simple_substitution,UntargetedDrift,*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,*SC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,21,True,1,1,1,0,0,False,28
greedy,20,20,47,47,1.0,20,1.0,0,0,0,5.6309332847595215,4.709819316864014,0.9211139678955078,0.04605569839477539,1.0,1.0,1.0,42,simple_substitution,UntargetedDrift,*CCCCCNC(=O)C(OC)C(OC)C(=O)N*,*NC(=O)C(OC)C(OC)C(=O)NCCCCS*,21,True,1,1,1,0,0,False,29
greedy,50,50,68,68,1.0,50,1.0,0,0,0,4.482829570770264,3.7934136390686035,0.6894159317016602,0.013788318634033203,1.0,1.0,1.0,42,simple_substitution,UntargetedDrift,*C#CC(CCCCOC(=O)NCCC)=C(*)CCCCOC(=O)NCCC,*C#SC(CCCCOC(=O)NCCC)=C(*)CCCCOC(=O)NCCC,51,True,1,1,1,0,0,False,0
greedy,50,24,40,24,0.6,24,1.0,6,0,10,5.693188190460205,3.574618339538574,2.118569850921631,0.08827374378840129,3.0,3.0,1.8333333333333333,42,simple_substitution,UntargetedDrift,*CC(*)C=C,*SN(*)C=S,25,True,3,3,3,0,0,False,1
greedy,50,33,52,33,0.6346153846153846,33,1.0,6,0,13,4.5167927742004395,7.572003364562988,3.055210590362549,0.09258213910189542,3.0,3.0,1.878787878787879,42,simple_substitution,UntargetedDrift,*CC(=S)NO*,*ONS(=O)O*,34,True,2,2,2,0,0,False,2
greedy,50,36,56,36,0.6428571428571429,36,1.0,6,0,14,4.1277289390563965,7.0693840980529785,2.941655158996582,0.08171264330546062,3.0,3.0,1.8888888888888888,42,simple_substitution,UntargetedDrift,*CC(=O)CC(*)=S,*OC(=O)OC(*)=O,37,True,3,3,3,0,0,False,3
greedy,50,41,45,41,0.9111111111111111,41,1.0,4,0,0,3.604166030883789,6.189079284667969,2.5849132537841797,0.06304666472644341,2.0,3.0,1.951219512195122,42,simple_substitution,UntargetedDrift,*CC(=O)C(=S)C(*)=O,*CC(=O)S(=O)C(*)=O,42,True,1,1,1,0,0,False,4
greedy,50,50,79,79,1.0,50,1.0,0,0,0,2.682847023010254,2.326362133026123,0.35648488998413086,0.007129697799682617,1.0,1.0,1.0,42,simple_substitution,UntargetedDrift,*C#Cc1cc(C#Cc2cc(N)c(*)cc2[N+](=O)[O-])c(OCCOCCOC)cc1OCCOCCOC,*C#Cc1cc(C#CS2=CC(N)=C(*)C=C2[N+](=O)[O-])c(OCCOCCOC)cc1OCCOCCOC,51,True,1,1,1,0,0,False,5
greedy,50,50,64,64,1.0,50,1.0,0,0,0,1.931450605392456,3.0357651710510254,1.1043145656585693,0.022086291313171386,2.0,2.0,1.38,42,simple_substitution,UntargetedDrift,*C#Cc1ccc(C#Cc2sc(*)c([N+](=O)[O-])c2[N+](=O)[O-])cc1,*C#Cc1ccc(C#SC2=S([N+](=O)[O-])C([N+](=O)[O-])=C(*)S2)cc1,51,True,2,2,2,0,0,False,6
greedy,50,50,68,68,1.0,50,1.0,0,0,0,2.3184561729431152,1.099001407623291,1.2194547653198242,0.024389095306396484,2.0,2.0,1.34,42,simple_substitution,UntargetedDrift,*C#Cc1sc(C#Cc2ccc(*)nc2)c([N+](=O)[O-])c1[N+](=O)[O-],*C#CS1=C([N+](C)=O)C([N+](=O)[O-])=C(C#Cc2ccc(*)nc2)S1,51,True,1,1,1,0,0,False,7
greedy,50,50,56,56,1.0,50,1.0,0,0,0,3.9084136486053467,3.32053279876709,0.5878808498382568,0.011757616996765136,1.0,1.0,1.0,42,simple_substitution,UntargetedDrift,*CCCCCCCCCCOC(=O)c1ccc(C=Cc2ccc(C(=O)O*)cc2)cc1,*CCCCCCCCCCOC(=O)S1=CC=C(C=Cc2ccc(C(=O)O*)cc2)C=C1,51,True,1,1,1,0,0,False,8
greedy,50,50,88,87,0.9886363636363636,50,1.0,1,0,0,2.770007848739624,3.5408501625061035,0.7708423137664795,0.01541684627532959,2.0,2.0,1.12,42,simple_substitution,UntargetedDrift,*C=Cc1csc(C=Cc2cccc(*)n2)c1CCCCCCCC,*N=Nc1csc(C=Cc2cccc(*)n2)c1CCCCCCCC,51,True,2,2,2,0,0,False,9
greedy,50,50,66,61,0.9242424242424242,50,1.0,5,0,0,5.766177177429199,3.6020727157592773,2.164104461669922,0.043282089233398435,3.0,3.0,1.72,42,simple_substitution,UntargetedDrift,*CC(*)C(=O)NCCO,*SN(*)C(=S)NCCO,51,True,3,3,3,0,0,False,10
greedy,50,50,75,71,0.9466666666666667,50,1.0,4,0,0,5.358880043029785,6.780570030212402,1.4216899871826172,0.028433799743652344,3.0,3.0,1.54,42,simple_substitution,UntargetedDrift,*CC(*)C(=O)SC(C)CC,*OC(*)S(=O)OC(C)CC,51,True,2,2,2,0,0,False,11
greedy,50,50,52,50,0.9615384615384616,50,1.0,2,0,0,5.310904502868652,6.859470367431641,1.5485658645629883,0.030971317291259765,2.0,2.0,1.48,42,simple_substitution,UntargetedDrift,*OC(=O)CCSCCC(*)=O,*OC(=O)CCCCOC(*)=O,51,True,1,1,1,0,0,False,12
greedy,50,50,62,60,0.967741935483871,50,1.0,2,0,0,5.054882526397705,6.542758941650391,1.4878764152526855,0.02975752830505371,2.0,2.0,1.38,42,simple_substitution,UntargetedDrift,*CC(*)C(=O)OCCCSCC,*CC(*)S(=O)OCCCCCC,51,True,0,0,0,0,0,False,13
greedy,50,50,64,62,0.96875,50,1.0,2,0,0,5.500260353088379,3.3580322265625,2.142228126525879,0.04284456253051758,2.0,2.0,1.36,42,simple_substitution,UntargetedDrift,*C=CC(C)C(*)C(=O)OCCCC,*C=CC(C)N(*)C(=S)OCCCC,51,True,2,2,2,0,0,False,14
greedy,50,50,70,68,0.9714285714285714,50,1.0,2,0,0,5.93048095703125,3.678664445877075,2.251816511154175,0.045036330223083496,2.0,2.0,1.3,42,simple_substitution,UntargetedDrift,*NC(CCC(=O)OCCCC)C(*)=O,*NN(CCC(=O)OCCCC)C(*)=S,51,True,2,2,2,0,0,False,15
greedy,50,50,68,67,0.9852941176470589,50,1.0,1,0,0,6.093667507171631,3.888063430786133,2.205604076385498,0.04411208152770996,2.0,2.0,1.32,42,simple_substitution,UntargetedDrift,*CC(*)(C#N)C(=O)OCC(C)OCC=C,*CC(*)(C#[SH])C(=S)OCC(C)OCC=C,51,True,2,2,2,0,0,False,16
greedy,50,50,86,85,0.9883720930232558,50,1.0,1,0,0,4.716371059417725,5.819509983062744,1.1031389236450195,0.02206277847290039,1.0,2.0,1.14,42,simple_substitution,UntargetedDrift,*C(=NCCCCCC)N(*)CCCCCC,*C(=NCCCCCC)C(*)CCCCCC,51,True,1,1,1,0,0,False,17
greedy,50,50,72,72,1.0,50,1.0,0,0,0,5.228766918182373,3.703920364379883,1.5248465538024902,0.030496931076049803,2.0,2.0,1.28,42,simple_substitution,UntargetedDrift,*CC#CC#CCOC(=O)CCCCC(=O)O*,*CS#SC#CCOC(=O)CCCCC(=O)O*,51,True,2,2,2,0,0,False,18
greedy,50,50,71,69,0.971830985915493,50,1.0,2,0,0,6.2741827964782715,4.232213020324707,2.0419697761535645,0.04083939552307129,2.0,2.0,1.48,42,simple_substitution,UntargetedDrift,*CC(CO*)(CS(=O)(=O)CCC)CS(=O)(=O)CCC,*CC(CO*)(CS(=O)(=S)CCC)CS(=O)(=S)CCC,51,True,2,2,2,0,0,False,19
