source_id,source_sequence,candidate_sequence,attack_name,attack_family,seed,query_count,generation_count,runtime_seconds,valid_rdkit,constraint_pass,tanimoto_similarity,edit_distance,source_prediction,candidate_prediction,prediction_drift,objective_value,failure_reason,metadata
3691,[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],random_search,random,2026,1,113,0.16733360290527344,True,True,1.0,0,3.745976448059082,3.745976448059082,0.0,0.0,,{}
3583,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1O,[*]OC1C(CO\C(C)=O)C([*])C(OC(C)=O)C1O,canonical_mcmc,mcmc,2026,11,0,2.408878803253174,True,False,1.0,0,6.238099575042725,6.220240592956543,0.01785898208618164,0.01785898208618164,,{}
3602,[*]CC(CCl)(CCl)COC(=O)C(=O)O[*],[*]CC(CCl)(CCl)COC(=O)C(\O)O[*],canonical_mcmc,mcmc,2026,14,0,2.0924980640411377,True,False,1.0,0,6.32516622543335,6.450148582458496,0.12498235702514648,0.12498235702514648,,{}
3604,[*]NC(CO)C([*])=O,[*]NC(CS)C([*])=O,canonical_mcmc,mcmc,2026,13,0,2.1937954425811768,True,False,1.0,0,5.532388210296631,5.695344924926758,0.16295671463012695,0.16295671463012695,,{}
3607,[*]Oc1ccc(Cc2ccc(Cc3ccc(OC([*])=O)cc3)cc2)cc1,[*]Oc1ccc(Cc2ccc(c3ccc(OC([*])=O)cc3)cc2)cc1,canonical_mcmc,mcmc,2026,10,0,1.516005277633667,True,False,1.0,0,4.370055198669434,4.096652030944824,0.2734031677246094,0.2734031677246094,,{}
3609,[*]CCCCCCOc1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc1,[*]CCCCCCOc1ccc(C(=O)C(=O)c2ccSSc([*])cc2)cc1,canonical_mcmc,mcmc,2026,14,0,1.4109644889831543,True,False,1.0,0,4.256508827209473,3.2903575897216797,0.966151237487793,0.966151237487793,,{}
3621,[*]CCCCCCCCCCCCNC(=O)c1cccc(C(=O)N[*])c1,[*]CCCCCCCCCCCCNC(/O)c1cccc(C(=O)N[*])c1,canonical_mcmc,mcmc,2026,13,0,1.7075490951538086,True,False,1.0,0,4.676126480102539,4.984686374664307,0.3085598945617676,0.3085598945617676,,{}
3623,[*]Oc1ccc(C(=O)OCCCCCCOC(=O)c2ccc([*])cc2)cc1,[*]Oc1ccc(C(=O)OONCCCCCCOCP(=O)c2ccc([*])cc2)cc1,canonical_mcmc,mcmc,2026,13,0,2.801492691040039,True,False,1.0,0,4.059845924377441,4.153496742248535,0.09365081787109375,0.09365081787109375,,{}
3634,[*]CCCCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,[*]CCCCCCCCCOC(=O)c1ccc(-c2ccs(C(=O)O[*])cc2)cc1,canonical_mcmc,mcmc,2026,10,0,1.6223711967468262,True,False,1.0,0,4.265665054321289,3.5512330532073975,0.7144320011138916,0.7144320011138916,,{}
3644,[*]C=CC1CC([*])C(C(=O)OC(C)(C)C)C1C(=O)OC(C)(C)C,[*]C=CC1CC([*])C(C(=O)OC(C)(S)C)C1C(\Br)OC(C)(-F)F,canonical_mcmc,mcmc,2026,14,0,1.5847673416137695,True,False,1.0,0,5.599942684173584,5.100040435791016,0.49990224838256836,0.49990224838256836,,{}
3648,[*]Cc1ccc(COC(=O)CCCCCCC(=O)O[*])cc1,[*]Cc1ccc(OO[N+](=O)NCCCCCC(=O)O[*])cc1,canonical_mcmc,mcmc,2026,9,0,0.3611772060394287,True,False,1.0,0,5.499137878417969,3.92264986038208,1.5764880180358887,1.5764880180358887,,{}
3650,[*]CC(OC)C1(C)C(=O)OC(=O)C1([*])C,[*]CC(OC)C1([Si])C(=S)OC(=O)C1([*])C,canonical_mcmc,mcmc,2026,15,0,3.1749367713928223,True,False,1.0,0,5.9399213790893555,4.488856315612793,1.4510650634765625,1.4510650634765625,,{}
3657,[*]c1ccc2c(c1)c1cc([*])ccc1n2CCC(=O)NO,[*]-1ccc2c(c1)c1cc([*])ccc1n2CCC(=O)C,canonical_mcmc,mcmc,2026,13,0,1.1229846477508545,True,False,1.0,0,3.0984621047973633,3.636613368988037,0.5381512641906738,0.5381512641906738,,{}
3658,[*]CCCCOC(=O)C(OC)C(OC)C(=O)O[*],[*]CCCCOC(=O)C(C)C(OC)C(=O)O[*],canonical_mcmc,mcmc,2026,13,0,1.4530632495880127,True,False,1.0,0,6.2052154541015625,6.409228324890137,0.20401287078857422,0.20401287078857422,,{}
3666,[*]CC([*])C(=O)OCCO,[*]C([*])C(=O)OCCO,canonical_mcmc,mcmc,2026,10,0,1.9166650772094727,True,False,1.0,0,6.219655990600586,6.304557800292969,0.08490180969238281,0.08490180969238281,,{}
3671,[*]Nc1cc(F)c([*])cc1F,[*]c1cc(F)c([*])cc1F,canonical_mcmc,mcmc,2026,10,0,1.655583381652832,True,False,1.0,0,3.8623814582824707,3.755281448364258,0.10710000991821289,0.10710000991821289,,{}
3672,[*]C=C([*])c1cccc(C#C)n1,[*]C=C([*-])c1cccc(C#C)n1,canonical_mcmc,mcmc,2026,11,0,0.9704246520996094,True,False,1.0,0,2.771085023880005,3.504363775253296,0.733278751373291,0.733278751373291,,{}
3676,[*]c1ccc(NC(=O)CCCCCC(=O)Nc2ccc(S([*])(=O)=O)cc2)cc1,[*]c1ccc(P(=O)CCCCCC(=O)Nc2ncc(S([*])(=O)=O)cc2)cc1,canonical_mcmc,mcmc,2026,11,0,0.41506433486938477,True,False,1.0,0,4.032588005065918,4.102145195007324,0.06955718994140625,0.06955718994140625,,{}
3680,[*]CCCC(S1)=CC=C1[*],[*]CC(S1)=CC=C1[*],canonical_mcmc,mcmc,2026,12,0,1.318605661392212,True,False,1.0,0,3.96146297454834,3.802931308746338,0.15853166580200195,0.15853166580200195,,{}
3681,C(S1)=CC=C1C(S2)=CC=C2C(=S)C(S3)=CC=C3C(=O)NC(=O)N,C(S1)=CC=C1C(S2)=CC=C2C(=S)C(S3)=CC=C[nH]3C(=O)NC(=O)N,canonical_mcmc,mcmc,2026,8,0,0.1507091522216797,True,False,1.0,0,2.4064769744873047,1.9429256916046143,0.46355128288269043,0.46355128288269043,,{}
3691,[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],[*]CC(C=C1)=CC=C1C(C=C2)=CC=2C(C=C3)=CC=C3[*],canonical_mcmc,mcmc,2026,12,0,1.305274486541748,True,False,1.0,0,3.745976448059082,3.0525102615356445,0.6934661865234375,0.6934661865234375,,{}
3583,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1O,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1O,random_search,random,42,1,45,0.018133878707885742,True,True,1.0,0,6.238099575042725,6.238099575042725,0.0,0.0,,{}
3602,[*]CC(CCl)(CCl)COC(=O)C(=O)O[*],[*]CC(CCl)(CCl)COC(=O)C(=O)O[*],random_search,random,42,1,35,0.010855674743652344,True,True,1.0,0,6.32516622543335,6.32516622543335,0.0,0.0,,{}
3583,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1O,[*]OC1C(COC(C)=O)O\C([*])C(OC(CI)=O)C1O,canonical_mcmc,mcmc,42,13,0,1.898792028427124,False,False,1.0,0,6.238099575042725,5.296614170074463,0.9414854049682617,0.9414854049682617,,{}
3602,[*]CC(CCl)(CCl)COC(=O)C(=O)O[*],[*]C(Cl)(Cl)COC(=O)C(=O)O[*],canonical_mcmc,mcmc,42,13,0,1.8792126178741455,False,False,1.0,0,6.32516622543335,5.84471321105957,0.4804530143737793,0.4804530143737793,,{}
3604,[*]NC(CO)C([*])=O,[N+][*]NC(CO)C([*])=O,canonical_mcmc,mcmc,42,13,0,1.6385502815246582,False,False,1.0,0,5.532388210296631,5.827992916107178,0.2956047058105469,0.2956047058105469,,{}
3607,[*]Oc1ccc(Cc2ccc(Cc3ccc(OC([*])=O)cc3)cc2)cc1,[*]Oc1ccc(Cc2ccSc(c3ccc(OC([*])=O)cc3)cc2)cc1,canonical_mcmc,mcmc,42,5,0,1.0477826595306396,False,False,1.0,0,4.370055198669434,3.4256346225738525,0.944420576095581,0.944420576095581,,{}
3609,[*]CCCCCCOc1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc1,[*]CCC[Si]CCOs1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc1,canonical_mcmc,mcmc,42,9,0,1.8079054355621338,False,False,1.0,0,4.256508827209473,3.5840585231781006,0.6724503040313721,0.6724503040313721,,{}
3621,[*]CCCCCCCCCCCCNC(=O)c1cccc(C(=O)N[*])c1,[*]CCSCCCCCNC(=O)c1ccnc(C(=O)N[*])c1,canonical_mcmc,mcmc,42,12,0,2.4017937183380127,False,False,1.0,0,4.676126480102539,4.29542350769043,0.3807029724121094,0.3807029724121094,,{}
3623,[*]Oc1ccc(C(=O)OCCCCCCOC(=O)c2ccc([*])cc2)cc1,[*]Oc1ccc(I(=O)OCCCCCCOC(=O)c2ccc([*])cc2)cc1,canonical_mcmc,mcmc,42,10,0,0.5961189270019531,False,False,1.0,0,4.059845924377441,4.4317402839660645,0.37189435958862305,0.37189435958862305,,{}
3634,[*]CCCCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,[*]CCCCCCCC[Si]OC(=O)[N-]c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,canonical_mcmc,mcmc,42,12,0,0.39560508728027344,False,False,1.0,0,4.265665054321289,4.503233909606934,0.23756885528564453,0.23756885528564453,,{}
3644,[*]C=CC1CC([*])C(C(=O)OC(C)(C)C)C1C(=O)OC(C)(C)C,[*-]C=CC1CC([*])C(C(=O)OC(C)(C)C)C1C(=O)ONC(C)(C)C,canonical_mcmc,mcmc,42,14,0,0.7756497859954834,False,False,1.0,0,5.599942684173584,5.750100135803223,0.15015745162963867,0.15015745162963867,,{}
3648,[*]Cc1ccc(COC(=O)CCCCCCC(=O)O[*])cc1,[*]c1ccc(CC(=O)CCCCCC(=O)O[*])cc1,canonical_mcmc,mcmc,42,16,0,0.535130500793457,False,False,1.0,0,5.499137878417969,5.115993022918701,0.3831448554992676,0.3831448554992676,,{}
3650,[*]CC(OC)C1(C)C(=O)OC(=O)C1([*])C,[*]CC(OC)C1(C)C(O)OC(=O)C1([*])C,canonical_mcmc,mcmc,42,15,0,1.8762240409851074,False,False,1.0,0,5.9399213790893555,6.1006340980529785,0.16071271896362305,0.16071271896362305,,{}
3657,[*]c1ccc2c(c1)c1cc([*])ccc1n2CCC(=O)NO,[*]c1ccc2c(c1)c1cc([*])ccc1n2CS(=O)NO,canonical_mcmc,mcmc,42,8,0,1.2054245471954346,False,False,1.0,0,3.0984621047973633,2.907227039337158,0.19123506546020508,0.19123506546020508,,{}
3658,[*]CCCCOC(=O)C(OC)C(OC)C(=O)O[*],[*]CCCCOC(=O)C(OC)C(OC)C(=O)[*],canonical_mcmc,mcmc,42,9,0,1.6748101711273193,False,False,1.0,0,6.2052154541015625,5.957827091217041,0.24738836288452148,0.24738836288452148,,{}
3666,[*]CC([*])C(=O)OCCO,Br[*]C([*])C(=O)OCCO,canonical_mcmc,mcmc,42,17,0,2.4200196266174316,False,False,1.0,0,6.219655990600586,5.126662731170654,1.0929932594299316,1.0929932594299316,,{}
3671,[*]Nc1cc(F)c([*])cc1F,[*]c1cc(F)c([*])/cc1F,canonical_mcmc,mcmc,42,10,0,1.7945396900177002,False,False,1.0,0,3.8623814582824707,3.755281448364258,0.10710000991821289,0.10710000991821289,,{}
3672,[*]C=C([*])c1cccc(C#C)n1,[*]C=C([*])c1cccc(/C)/n1,canonical_mcmc,mcmc,42,7,0,0.10264754295349121,False,False,1.0,0,2.771085023880005,3.3283233642578125,0.5572383403778076,0.5572383403778076,,{}
3676,[*]c1ccc(NC(=O)CCCCCC(=O)Nc2ccc(S([*])(=O)=O)cc2)cc1,[*]c1\ccc(NC(=O)CC[N+]CC#CC(=O)c2ccc(S([*])(=O)=O)cc2)cc1,canonical_mcmc,mcmc,42,12,0,0.5846271514892578,False,False,1.0,0,4.032588005065918,3.1825623512268066,0.8500256538391113,0.8500256538391113,,{}
3680,[*]CCCC(S1)=CC=C1[*],[*]CC(S1)=CC=C1[*],canonical_mcmc,mcmc,42,8,0,1.6228413581848145,False,False,1.0,0,3.96146297454834,3.802931308746338,0.15853166580200195,0.15853166580200195,,{}
3681,C(S1)=CC=C1C(S2)=CC=C2C(=S)C(S3)=CC=C3C(=O)NC(=O)N,C(S1)=CC=C1C(S2)=CC=C2C(=S)C(S3)=C=I3C(=O)NC(N)NN,canonical_mcmc,mcmc,42,13,0,2.5447471141815186,False,False,1.0,0,2.4064769744873047,3.1794075965881348,0.7729306221008301,0.7729306221008301,,{}
3691,[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],[*]CC(C=C1)=CC=C1C(C=C2)=C=C2C(C=C3)=CC=C3[*],canonical_mcmc,mcmc,42,15,0,0.9050397872924805,False,False,1.0,0,3.745976448059082,3.056208610534668,0.6897678375244141,0.6897678375244141,,{}
3583,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1O,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1O,evolutionary_search,evolutionary,2026,1,107,0.14403128623962402,True,True,1.0,0,6.238099575042725,6.238099575042725,0.0,0.0,,{}
3602,[*]CC(CCl)(CCl)COC(=O)C(=O)O[*],[*]CC(CCl)(CCl)COC(=O)C(=O)O[*],evolutionary_search,evolutionary,2026,1,105,0.32805728912353516,True,True,1.0,0,6.32516622543335,6.32516622543335,0.0,0.0,,{}
3604,[*]NC(CO)C([*])=O,[*]NC(CO)C([*])=O,evolutionary_search,evolutionary,2026,1,101,0.2776057720184326,True,True,1.0,0,5.532388210296631,5.532388210296631,0.0,0.0,,{}
3607,[*]Oc1ccc(Cc2ccc(Cc3ccc(OC([*])=O)cc3)cc2)cc1,[*]Oc1ccc(Cc2ccc(Cc3ccc(OC([*])=O)cc3)cc2)cc1,evolutionary_search,evolutionary,2026,1,100,0.2851755619049072,True,True,1.0,0,4.370055198669434,4.370055198669434,0.0,0.0,,{}
3609,[*]CCCCCCOc1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc1,[*]CCCCCCOc1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc1,evolutionary_search,evolutionary,2026,1,110,0.36333584785461426,True,True,1.0,0,4.256508827209473,4.256508827209473,0.0,0.0,,{}
3621,[*]CCCCCCCCCCCCNC(=O)c1cccc(C(=O)N[*])c1,[*]CCCCCCCCCCCCNC(=O)c1cccc(C(=O)N[*])c1,evolutionary_search,evolutionary,2026,1,104,0.29885125160217285,True,True,1.0,0,4.676126480102539,4.676126480102539,0.0,0.0,,{}
3623,[*]Oc1ccc(C(=O)OCCCCCCOC(=O)c2ccc([*])cc2)cc1,[*]Oc1ccc(C(=O)OCCCCCCOC(=O)c2ccc([*])cc2)cc1,evolutionary_search,evolutionary,2026,1,129,0.25093698501586914,True,True,1.0,0,4.059845924377441,4.059845924377441,0.0,0.0,,{}
3634,[*]CCCCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,[*]CCCCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,evolutionary_search,evolutionary,2026,1,139,0.4079258441925049,True,True,1.0,0,4.265665054321289,4.265665054321289,0.0,0.0,,{}
3644,[*]C=CC1CC([*])C(C(=O)OC(C)(C)C)C1C(=O)OC(C)(C)C,[*]C=CC1CC([*])C(C(=O)OC(C)(C)C)C1C(=O)OC(C)(C)C,evolutionary_search,evolutionary,2026,1,103,0.32513880729675293,True,True,1.0,0,5.599942684173584,5.599942684173584,0.0,0.0,,{}
3648,[*]Cc1ccc(COC(=O)CCCCCCC(=O)O[*])cc1,[*]Cc1ccc(COC(=O)CCCCCCC(=O)O[*])cc1,evolutionary_search,evolutionary,2026,1,126,0.2765769958496094,True,True,1.0,0,5.499137878417969,5.499137878417969,0.0,0.0,,{}
3650,[*]CC(OC)C1(C)C(=O)OC(=O)C1([*])C,[*]CC(OC)C1(C)C(=O)OC(=O)C1([*])C,evolutionary_search,evolutionary,2026,1,120,0.2420024871826172,True,True,1.0,0,5.9399213790893555,5.9399213790893555,0.0,0.0,,{}
3657,[*]c1ccc2c(c1)c1cc([*])ccc1n2CCC(=O)NO,[*]c1ccc2c(c1)c1cc([*])ccc1n2CCC(=O)NO,evolutionary_search,evolutionary,2026,1,112,0.21811795234680176,True,True,1.0,0,3.0984621047973633,3.0984621047973633,0.0,0.0,,{}
3658,[*]CCCCOC(=O)C(OC)C(OC)C(=O)O[*],[*]CCCCOC(=O)C(OC)C(OC)C(=O)O[*],evolutionary_search,evolutionary,2026,1,104,0.16352605819702148,True,True,1.0,0,6.2052154541015625,6.2052154541015625,0.0,0.0,,{}
3666,[*]CC([*])C(=O)OCCO,[*]CC([*])C(=O)OCCO,evolutionary_search,evolutionary,2026,1,101,0.2065122127532959,True,True,1.0,0,6.219655990600586,6.219655990600586,0.0,0.0,,{}
3671,[*]Nc1cc(F)c([*])cc1F,[*]Nc1cc(F)c([*])cc1F,evolutionary_search,evolutionary,2026,1,105,0.15633797645568848,True,True,1.0,0,3.8623814582824707,3.8623814582824707,0.0,0.0,,{}
3672,[*]C=C([*])c1cccc(C#C)n1,[*]C=C([*])c1cccc(C#C)n1,evolutionary_search,evolutionary,2026,1,111,0.2310185432434082,True,True,1.0,0,2.771085023880005,2.771085023880005,0.0,0.0,,{}
3676,[*]c1ccc(NC(=O)CCCCCC(=O)Nc2ccc(S([*])(=O)=O)cc2)cc1,[*]c1ccc(NC(=O)CCCCCC(=O)Nc2ccc(S([*])(=O)=O)cc2)cc1,evolutionary_search,evolutionary,2026,1,120,0.26207447052001953,True,True,1.0,0,4.032588005065918,4.032588005065918,0.0,0.0,,{}
3680,[*]CCCC(S1)=CC=C1[*],[*]CCCC(S1)=CC=C1[*],evolutionary_search,evolutionary,2026,1,106,0.12247848510742188,True,True,1.0,0,3.96146297454834,3.96146297454834,0.0,0.0,,{}
3681,C(S1)=CC=C1C(S2)=CC=C2C(=S)C(S3)=CC=C3C(=O)NC(=O)N,C(S1)=CC=C1C(S2)=CC=C2C(=S)C(S3)=CC=C3C(=O)NC(=O)N,evolutionary_search,evolutionary,2026,1,106,0.2949485778808594,True,True,1.0,0,2.4064769744873047,2.4064769744873047,0.0,0.0,,{}
3691,[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],evolutionary_search,evolutionary,2026,1,113,0.2670555114746094,True,True,1.0,0,3.745976448059082,3.745976448059082,0.0,0.0,,{}
3583,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1O,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1O,evolutionary_search,evolutionary,42,1,124,0.041870832443237305,True,True,1.0,0,6.238099575042725,6.238099575042725,0.0,0.0,,{}
3602,[*]CC(CCl)(CCl)COC(=O)C(=O)O[*],[*]CC(CCl)(CCl)COC(=O)C(=O)O[*],evolutionary_search,evolutionary,42,1,111,0.30631065368652344,True,True,1.0,0,6.32516622543335,6.32516622543335,0.0,0.0,,{}
3604,[*]NC(CO)C([*])=O,[*]NC(CO)C([*])=O,evolutionary_search,evolutionary,42,1,108,0.07782173156738281,True,True,1.0,0,5.532388210296631,5.532388210296631,0.0,0.0,,{}
3607,[*]Oc1ccc(Cc2ccc(Cc3ccc(OC([*])=O)cc3)cc2)cc1,[*]Oc1ccc(Cc2ccc(Cc3ccc(OC([*])=O)cc3)cc2)cc1,evolutionary_search,evolutionary,42,1,116,0.2820703983306885,True,True,1.0,0,4.370055198669434,4.370055198669434,0.0,0.0,,{}
3609,[*]CCCCCCOc1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc1,[*]CCCCCCOc1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc1,evolutionary_search,evolutionary,42,1,110,0.36159205436706543,True,True,1.0,0,4.256508827209473,4.256508827209473,0.0,0.0,,{}
3621,[*]CCCCCCCCCCCCNC(=O)c1cccc(C(=O)N[*])c1,[*]CCCCCCCCCCCCNC(=O)c1cccc(C(=O)N[*])c1,evolutionary_search,evolutionary,42,1,112,0.25265002250671387,True,True,1.0,0,4.676126480102539,4.676126480102539,0.0,0.0,,{}
3623,[*]Oc1ccc(C(=O)OCCCCCCOC(=O)c2ccc([*])cc2)cc1,[*]Oc1ccc(C(=O)OCCCCCCOC(=O)c2ccc([*])cc2)cc1,evolutionary_search,evolutionary,42,1,129,0.23163866996765137,True,True,1.0,0,4.059845924377441,4.059845924377441,0.0,0.0,,{}
3634,[*]CCCCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,[*]CCCCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,evolutionary_search,evolutionary,42,1,134,0.4064939022064209,True,True,1.0,0,4.265665054321289,4.265665054321289,0.0,0.0,,{}
3644,[*]C=CC1CC([*])C(C(=O)OC(C)(C)C)C1C(=O)OC(C)(C)C,[*]C=CC1CC([*])C(C(=O)OC(C)(C)C)C1C(=O)OC(C)(C)C,evolutionary_search,evolutionary,42,1,103,0.2585325241088867,True,True,1.0,0,5.599942684173584,5.599942684173584,0.0,0.0,,{}
3648,[*]Cc1ccc(COC(=O)CCCCCCC(=O)O[*])cc1,[*]Cc1ccc(COC(=O)CCCCCCC(=O)O[*])cc1,evolutionary_search,evolutionary,42,1,132,0.2624819278717041,True,True,1.0,0,5.499137878417969,5.499137878417969,0.0,0.0,,{}
3650,[*]CC(OC)C1(C)C(=O)OC(=O)C1([*])C,[*]CC(OC)C1(C)C(=O)OC(=O)C1([*])C,evolutionary_search,evolutionary,42,1,120,0.1643679141998291,True,True,1.0,0,5.9399213790893555,5.9399213790893555,0.0,0.0,,{}
3657,[*]c1ccc2c(c1)c1cc([*])ccc1n2CCC(=O)NO,[*]c1ccc2c(c1)c1cc([*])ccc1n2CCC(=O)NO,evolutionary_search,evolutionary,42,1,100,0.37003493309020996,True,True,1.0,0,3.0984621047973633,3.0984621047973633,0.0,0.0,,{}
