source_id,source_sequence,candidate_sequence,attack_name,attack_family,seed,query_count,generation_count,runtime_seconds,valid_rdkit,constraint_pass,tanimoto_similarity,edit_distance,source_prediction,candidate_prediction,prediction_drift,signed_shift,objective_value,duplicate_proposals,failure_reason,llm_calls,llm_input_tokens,llm_output_tokens,prompt_mode,metadata
3650,[*]CC(OC)C1(C)C(=O)OC(=O)C1([*])C,[*]CC(OC)C1(C)C(=O)OC(=O)C1([*])C,evolutionary_search,evolutionary,123,1,273,0.06665682792663574,True,False,1.0,0,5.9399213790893555,5.9399213790893555,0.0,0.0,0.0,47,,0,0,0,,{'generation_history': []}
3657,[*]c1ccc2c(c1)c1cc([*])ccc1n2CCC(=O)NO,[*]c1ccc2c(c1)c1cc([*])ccc1n2CCC(=O)NO,evolutionary_search,evolutionary,123,1,251,0.14918947219848633,True,False,1.0,0,3.0984621047973633,3.0984621047973633,0.0,0.0,0.0,99,,0,0,0,,{'generation_history': []}
3658,[*]CCCCOC(=O)C(OC)C(OC)C(=O)O[*],[*]CCCCOC(=O)C(OC)C(OC)C(=O)O[*],evolutionary_search,evolutionary,123,1,256,0.07292842864990234,True,False,1.0,0,6.2052154541015625,6.2052154541015625,0.0,0.0,0.0,53,,0,0,0,,{'generation_history': []}
3666,[*]CC([*])C(=O)OCCO,[*]CC([*])C(=O)OCCO,evolutionary_search,evolutionary,123,1,255,0.03931283950805664,True,False,1.0,0,6.219655990600586,6.219655990600586,0.0,0.0,0.0,74,,0,0,0,,{'generation_history': []}
3671,[*]Nc1cc(F)c([*])cc1F,[*]Nc1cc(F)c([*])cc1F,evolutionary_search,evolutionary,123,1,260,0.08368778228759766,True,False,1.0,0,3.8623814582824707,3.8623814582824707,0.0,0.0,0.0,160,,0,0,0,,{'generation_history': []}
3672,[*]C=C([*])c1cccc(C#C)n1,[*]C=C([*])c1cccc(C#C)n1,evolutionary_search,evolutionary,123,1,261,0.13827180862426758,True,False,1.0,0,2.771085023880005,2.771085023880005,0.0,0.0,0.0,136,,0,0,0,,{'generation_history': []}
3676,[*]c1ccc(NC(=O)CCCCCC(=O)Nc2ccc(S([*])(=O)=O)cc2)cc1,[*]c1ccc(NC(=O)CCCCCC(=O)Nc2ccc(S([*])(=O)=O)cc2)cc1,evolutionary_search,evolutionary,123,1,270,0.1630079746246338,True,False,1.0,0,4.032588005065918,4.032588005065918,0.0,0.0,0.0,12,,0,0,0,,{'generation_history': []}
3680,[*]CCCC(S1)=CC=C1[*],[*]CCCC(S1)=CC=C1[*],evolutionary_search,evolutionary,123,1,250,0.06666922569274902,True,False,1.0,0,3.96146297454834,3.96146297454834,0.0,0.0,0.0,119,,0,0,0,,{'generation_history': []}
3681,C(S1)=CC=C1C(S2)=CC=C2C(=S)C(S3)=CC=C3C(=O)NC(=O)N,C(S1)=CC=C1C(S2)=CC=C2C(=S)C(S3)=CC=C3C(=O)NC(=O)N,evolutionary_search,evolutionary,123,1,278,0.15865826606750488,True,False,1.0,0,2.4064769744873047,2.4064769744873047,0.0,0.0,0.0,53,,0,0,0,,{'generation_history': []}
3691,[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],evolutionary_search,evolutionary,123,1,250,0.2828640937805176,True,False,1.0,0,3.745976448059082,3.745976448059082,0.0,0.0,0.0,160,,0,0,0,,{'generation_history': []}
3704,[*]CCOC(=O)c1ccc(O[*])c(C)c1,[*]CCOC(=O)c1ccc(O[*])c(C)c1,evolutionary_search,evolutionary,123,1,253,0.11340618133544922,True,False,1.0,0,4.614509105682373,4.614509105682373,0.0,0.0,0.0,59,,0,0,0,,{'generation_history': []}
3718,[*]CC([*])(F)F,[*]CC([*])(F)F,evolutionary_search,evolutionary,123,1,252,0.08910799026489258,True,False,1.0,0,7.091970443725586,7.091970443725586,0.0,0.0,0.0,265,,0,0,0,,{'generation_history': []}
3719,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(Nc3nc(Nc4cccc(N5C(=O)c6ccc([*])cc6C5=O)c4)nc(-c4ccccc4)n3)c1)C2=O,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(Nc3nc(Nc4cccc(N5C(=O)c6ccc([*])cc6C5=O)c4)nc(-c4ccccc4)n3)c1)C2=O,evolutionary_search,evolutionary,123,1,263,0.4287722110748291,True,False,1.0,0,2.9169301986694336,2.9169301986694336,0.0,0.0,0.0,55,,0,0,0,,{'generation_history': []}
3723,[*]CC([*])CCc1ccc(C)cc1,[*]CC([*])CCc1ccc(C)cc1,evolutionary_search,evolutionary,123,1,253,0.0776970386505127,True,False,1.0,0,5.1848273277282715,5.1848273277282715,0.0,0.0,0.0,89,,0,0,0,,{'generation_history': []}
3736,[*]CCCCCCCCCCOC(=O)CCCCCCCC(=O)O[*],[*]CCCCCCCCCCOC(=O)CCCCCCCC(=O)O[*],evolutionary_search,evolutionary,123,1,263,0.06799840927124023,True,False,1.0,0,6.571486473083496,6.571486473083496,0.0,0.0,0.0,8,,0,0,0,,{'generation_history': []}
3740,[*]CC(C=C1)=CC=C1CC(S2)=CC=C2[*],[*]CC(C=C1)=CC=C1CC(S2)=CC=C2[*],evolutionary_search,evolutionary,123,1,264,0.14669108390808105,True,False,1.0,0,3.8896026611328125,3.8896026611328125,0.0,0.0,0.0,124,,0,0,0,,{'generation_history': []}
3743,CNC(C=C1)=CC=C1C(=O),CNC(C=C1)=CC=C1C(=O),evolutionary_search,evolutionary,123,1,253,0.0825965404510498,True,False,1.0,0,3.422952175140381,3.422952175140381,0.0,0.0,0.0,78,,0,0,0,,{'generation_history': []}
3744,[*]C(=O)NCCCCCCNC(=O)c1ccc([*])nc1,[*]C(=O)NCCCCCCNC(=O)c1ccc([*])nc1,evolutionary_search,evolutionary,123,1,262,0.08250641822814941,True,False,1.0,0,4.468669414520264,4.468669414520264,0.0,0.0,0.0,37,,0,0,0,,{'generation_history': []}
3752,[*]CCc1nc2cc3sc([*])nc3cc2s1,[*]CCc1nc2cc3sc([*])nc3cc2s1,evolutionary_search,evolutionary,123,1,254,0.17192578315734863,True,False,1.0,0,3.6334409713745117,3.6334409713745117,0.0,0.0,0.0,75,,0,0,0,,{'generation_history': []}
3773,[*]CC([*])c1ccc(S(=O)(=O)O)cc1,[*]CC([*])c1ccc(S(=O)(=O)O)cc1,evolutionary_search,evolutionary,123,1,254,0.12503290176391602,True,False,1.0,0,4.843142986297607,4.843142986297607,0.0,0.0,0.0,105,,0,0,0,,{'generation_history': []}
3780,[*]CCC(=O)C(S1)=CC=C1[*],[*]CCC(=O)C(S1)=CC=C1[*],evolutionary_search,evolutionary,123,1,262,0.08386349678039551,True,False,1.0,0,3.8451852798461914,3.8451852798461914,0.0,0.0,0.0,87,,0,0,0,,{'generation_history': []}
3791,[*]Oc1cc(C)c([*])cc1C,[*]Oc1cc(C)c([*])cc1C,evolutionary_search,evolutionary,123,1,250,0.09488964080810547,True,False,1.0,0,4.536526679992676,4.536526679992676,0.0,0.0,0.0,101,,0,0,0,,{'generation_history': []}
3793,[*]O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)OC(C)CCC([*])C,[*]O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)OC(C)CCC([*])C,evolutionary_search,evolutionary,123,1,251,0.08208560943603516,True,False,1.0,0,6.487419128417969,6.487419128417969,0.0,0.0,0.0,23,,0,0,0,,{'generation_history': []}
3794,[*]C([2H])([2H])C([*])([2H])C([2H])([2H])[2H],[*]C([2H])([2H])C([*])([2H])C([2H])([2H])[2H],evolutionary_search,evolutionary,123,1,250,0.13737273216247559,True,False,1.0,0,6.207942485809326,6.207942485809326,0.0,0.0,0.0,697,,0,0,0,,{'generation_history': []}
3797,[*]c1ccc2c(c1)C(CC(CC)CCCC)(CC(CC)CCCC)c1cc([*])ccc1-2,[*]c1ccc2c(c1)C(CC(CC)CCCC)(CC(CC)CCCC)c1cc([*])ccc1-2,evolutionary_search,evolutionary,123,1,266,0.24059486389160156,True,False,1.0,0,3.5624094009399414,3.5624094009399414,0.0,0.0,0.0,22,,0,0,0,,{'generation_history': []}
3800,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,evolutionary_search,evolutionary,123,1,288,0.32215428352355957,True,False,1.0,0,2.8392369747161865,2.8392369747161865,0.0,0.0,0.0,61,,0,0,0,,{'generation_history': []}
3801,[*]Nc1ccc(Cc2ccc(NC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,[*]Nc1ccc(Cc2ccc(NC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,evolutionary_search,evolutionary,123,1,250,0.18918299674987793,True,False,1.0,0,3.5955545902252197,3.5955545902252197,0.0,0.0,0.0,75,,0,0,0,,{'generation_history': []}
3802,[*]Oc1cccc(C(=O)c2ccc([*])cc2)c1,[*]Oc1cccc(C(=O)c2ccc([*])cc2)c1,evolutionary_search,evolutionary,123,1,258,0.16330671310424805,True,False,1.0,0,3.938711404800415,3.938711404800415,0.0,0.0,0.0,145,,0,0,0,,{'generation_history': []}
3805,[*]CCOCCOCCOC(=O)c1cccc(C(=O)O[*])c1,[*]CCOCCOCCOC(=O)c1cccc(C(=O)O[*])c1,evolutionary_search,evolutionary,123,1,260,0.09673643112182617,True,False,1.0,0,4.762738227844238,4.762738227844238,0.0,0.0,0.0,62,,0,0,0,,{'generation_history': []}
3810,[*]c1cc(CCCCCCCCCCBr)c([*])s1,[*]c1cc(CCCCCCCCCCBr)c([*])s1,evolutionary_search,evolutionary,123,1,260,0.0824284553527832,True,False,1.0,0,2.526132345199585,2.526132345199585,0.0,0.0,0.0,34,,0,0,0,,{'generation_history': []}
3811,[*]C(=O)NCCCCCCNC(=O)c1cccc([*])n1,[*]C(=O)NCCCCCCNC(=O)c1cccc([*])n1,evolutionary_search,evolutionary,123,1,260,0.08826875686645508,True,False,1.0,0,4.715202331542969,4.715202331542969,0.0,0.0,0.0,63,,0,0,0,,{'generation_history': []}
3815,[*]CCOC(=O)CCCCCCCCC(=O)O[*],[*]CCOC(=O)CCCCCCCCC(=O)O[*],evolutionary_search,evolutionary,123,1,252,0.07176041603088379,True,False,1.0,0,6.655856132507324,6.655856132507324,0.0,0.0,0.0,30,,0,0,0,,{'generation_history': []}
3827,[*]Oc1cccc(OC(=O)c2ccc(C(C)(C)c3ccc(C([*])=O)cc3)cc2)c1,[*]Oc1cccc(OC(=O)c2ccc(C(C)(C)c3ccc(C([*])=O)cc3)cc2)c1,evolutionary_search,evolutionary,123,1,251,0.20844197273254395,True,False,1.0,0,4.044349670410156,4.044349670410156,0.0,0.0,0.0,70,,0,0,0,,{'generation_history': []}
3829,[*]CCCCCCCCCNC(=O)CCCCC(=O)N[*],[*]CCCCCCCCCNC(=O)CCCCC(=O)N[*],evolutionary_search,evolutionary,123,1,289,0.0992269515991211,True,False,1.0,0,6.010746479034424,6.010746479034424,0.0,0.0,0.0,34,,0,0,0,,{'generation_history': []}
3846,[*]CC(CF)O[*],[*]CC(CF)O[*],evolutionary_search,evolutionary,123,1,255,0.0364530086517334,True,False,1.0,0,6.420746803283691,6.420746803283691,0.0,0.0,0.0,114,,0,0,0,,{'generation_history': []}
3847,[*]Oc1ccc(C(CCC)(CCC)c2ccc(OC([*])=O)cc2)cc1,[*]Oc1ccc(C(CCC)(CCC)c2ccc(OC([*])=O)cc2)cc1,evolutionary_search,evolutionary,123,1,257,0.19353342056274414,True,False,1.0,0,4.558129787445068,4.558129787445068,0.0,0.0,0.0,76,,0,0,0,,{'generation_history': []}
3848,[*]CCCCCCNC(=O)CCc1ccc(CCC(=O)N[*])cc1,[*]CCCCCCNC(=O)CCc1ccc(CCC(=O)N[*])cc1,evolutionary_search,evolutionary,123,1,256,0.12091588973999023,True,False,1.0,0,5.302352428436279,5.302352428436279,0.0,0.0,0.0,26,,0,0,0,,{'generation_history': []}
3850,[*]Nc1cc(NC(=O)c2cccc(C([*])=O)c2)c(N)cc1N,[*]Nc1cc(NC(=O)c2cccc(C([*])=O)c2)c(N)cc1N,evolutionary_search,evolutionary,123,1,280,0.20567941665649414,True,False,1.0,0,3.474905490875244,3.474905490875244,0.0,0.0,0.0,74,,0,0,0,,{'generation_history': []}
3851,[*]OC(=O)OCCCCOC(=O)OC1COC2C([*])COC12,[*]OC(=O)OCCCCOC(=O)OC1COC2C([*])COC12,evolutionary_search,evolutionary,123,1,272,0.10670614242553711,True,False,1.0,0,6.449216842651367,6.449216842651367,0.0,0.0,0.0,48,,0,0,0,,{'generation_history': []}
3853,[*]CCCCCCOC(=O)c1ccc2cc(C(=O)O[*])ccc2c1,[*]CCCCCCOC(=O)c1ccc2cc(C(=O)O[*])ccc2c1,evolutionary_search,evolutionary,123,1,258,0.12053036689758301,True,False,1.0,0,4.247725009918213,4.247725009918213,0.0,0.0,0.0,49,,0,0,0,,{'generation_history': []}
3858,[*]C=CC1CC([*])C(C#N)(CCC)C1,[*]C=CC1CC([*])C(C#N)(CCC)C1,evolutionary_search,evolutionary,123,1,258,0.059686899185180664,True,False,1.0,0,5.603422164916992,5.603422164916992,0.0,0.0,0.0,49,,0,0,0,,{'generation_history': []}
3861,[*]C(=O)Nc1cc(NC(=O)c2ccc3[nH]c(-c4cccc(-c5nc6cc([*])ccc6[nH]5)c4)nc3c2)cc(-c2nc3ccccc3[nH]2)c1,[*]C(=O)Nc1cc(NC(=O)c2ccc3[nH]c(-c4cccc(-c5nc6cc([*])ccc6[nH]5)c4)nc3c2)cc(-c2nc3ccccc3[nH]2)c1,evolutionary_search,evolutionary,123,1,283,0.3627603054046631,True,False,1.0,0,3.2004013061523438,3.2004013061523438,0.0,0.0,0.0,22,,0,0,0,,{'generation_history': []}
3873,[*]Oc1ccc(C(=O)OCCCCCCOC(=O)c2ccc(OC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,[*]Oc1ccc(C(=O)OCCCCCCOC(=O)c2ccc(OC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,evolutionary_search,evolutionary,123,1,304,0.23720502853393555,True,False,1.0,0,3.7350289821624756,3.7350289821624756,0.0,0.0,0.0,30,,0,0,0,,{'generation_history': []}
3877,[*]c1cccc(-c2nc3cc4nc([*])c(-c5ccccc5)nc4cc3nc2-c2ccccc2)c1,[*]c1cccc(-c2nc3cc4nc([*])c(-c5ccccc5)nc4cc3nc2-c2ccccc2)c1,evolutionary_search,evolutionary,123,1,258,0.2967090606689453,True,False,1.0,0,3.2166929244995117,3.2166929244995117,0.0,0.0,0.0,38,,0,0,0,,{'generation_history': []}
3899,[*]CCOC(=O)CC(C)O[*],[*]CCOC(=O)CC(C)O[*],evolutionary_search,evolutionary,123,1,261,0.042452096939086914,True,False,1.0,0,6.375393867492676,6.375393867492676,0.0,0.0,0.0,42,,0,0,0,,{'generation_history': []}
3900,[*]Oc1ccc(OC(=O)CCCCC([*])=O)cc1,[*]Oc1ccc(OC(=O)CCCCC([*])=O)cc1,evolutionary_search,evolutionary,123,1,266,0.11661577224731445,True,False,1.0,0,4.801694869995117,4.801694869995117,0.0,0.0,0.0,36,,0,0,0,,{'generation_history': []}
3909,[*]CCCNC(=O)CCC=CCCC(=O)N[*],[*]CCCNC(=O)CCC=CCCC(=O)N[*],evolutionary_search,evolutionary,123,1,279,0.06332874298095703,True,False,1.0,0,5.31587553024292,5.31587553024292,0.0,0.0,0.0,28,,0,0,0,,{'generation_history': []}
3921,[*]c1c(C)cc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1C,[*]c1c(C)cc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1C,evolutionary_search,evolutionary,123,1,260,0.18396568298339844,True,False,1.0,0,2.7431905269622803,2.7431905269622803,0.0,0.0,0.0,26,,0,0,0,,{'generation_history': []}
3925,[*]c1cc(Br)c(Oc2c(Br)cc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2Br)c(Br)c1,[*]c1cc(Br)c(Oc2c(Br)cc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2Br)c(Br)c1,evolutionary_search,evolutionary,123,1,296,0.3398253917694092,True,False,1.0,0,3.0372719764709473,3.0372719764709473,0.0,0.0,0.0,48,,0,0,0,,{'generation_history': []}
3929,[*]CCOCCOC(=O)CCC(C)CC(=O)O[*],[*]CCOCCOC(=O)CCC(C)CC(=O)O[*],evolutionary_search,evolutionary,123,1,252,0.07132530212402344,True,False,1.0,0,6.389530181884766,6.389530181884766,0.0,0.0,0.0,9,,0,0,0,,{'generation_history': []}
3940,[*]CC([*])CC(C)C,[*]CC([*])CC(C)C,evolutionary_search,evolutionary,123,1,258,0.05248117446899414,True,False,1.0,0,6.355561256408691,6.355561256408691,0.0,0.0,0.0,82,,0,0,0,,{'generation_history': []}
3944,[*]CC([*])c1ccc(C)cc1,[*]CC([*])c1ccc(C)cc1,evolutionary_search,evolutionary,123,1,251,0.10947370529174805,True,False,1.0,0,4.9123311042785645,4.9123311042785645,0.0,0.0,0.0,123,,0,0,0,,{'generation_history': []}
3947,[*]CC1CCC(CNC(=O)c2cc(C(=O)N[*])cc(C(C)(C)C)c2)CC1,[*]CC1CCC(CNC(=O)c2cc(C(=O)N[*])cc(C(C)(C)C)c2)CC1,evolutionary_search,evolutionary,123,1,276,0.1509256362915039,True,False,1.0,0,4.6311492919921875,4.6311492919921875,0.0,0.0,0.0,32,,0,0,0,,{'generation_history': []}
3950,[*]NC(Cc1c[nH]cn1)C([*])=O,[*]NC(Cc1c[nH]cn1)C([*])=O,evolutionary_search,evolutionary,123,1,252,0.07931303977966309,True,False,1.0,0,5.156091213226318,5.156091213226318,0.0,0.0,0.0,88,,0,0,0,,{'generation_history': []}
3956,[*]Oc1ccc(-c2ccc(OC(=O)CCCCCC([*])=O)cc2)cc1,[*]Oc1ccc(-c2ccc(OC(=O)CCCCCC([*])=O)cc2)cc1,evolutionary_search,evolutionary,123,1,275,0.13397502899169922,True,False,1.0,0,4.253873348236084,4.253873348236084,0.0,0.0,0.0,52,,0,0,0,,{'generation_history': []}
3964,[*]CCCCCNC(=O)CCCCCC(=O)N[*],[*]CCCCCNC(=O)CCCCCC(=O)N[*],evolutionary_search,evolutionary,123,1,276,0.06489205360412598,True,False,1.0,0,5.992105484008789,5.992105484008789,0.0,0.0,0.0,29,,0,0,0,,{'generation_history': []}
3965,[*]CCc1ccc([*])o1,[*]CCc1ccc([*])o1,evolutionary_search,evolutionary,123,1,255,0.10232424736022949,True,False,1.0,0,4.941632270812988,4.941632270812988,0.0,0.0,0.0,157,,0,0,0,,{'generation_history': []}
3966,[*]C(C=C1)=CC=C1C(=S)C(S2)=CC=C2C(=S)[*],[*]C(C=C1)=CC=C1C(=S)C(S2)=CC=C2C(=S)[*],evolutionary_search,evolutionary,123,1,260,0.20626401901245117,True,False,1.0,0,2.262378215789795,2.262378215789795,0.0,0.0,0.0,58,,0,0,0,,{'generation_history': []}
3982,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(Nc3nc(Nc4cccc(N5C(=O)c6ccc([*])cc6C5=O)c4)nc(N(C)C)n3)c1)C2=O,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(Nc3nc(Nc4cccc(N5C(=O)c6ccc([*])cc6C5=O)c4)nc(N(C)C)n3)c1)C2=O,evolutionary_search,evolutionary,123,1,289,0.3359849452972412,True,False,1.0,0,2.8983724117279053,2.8983724117279053,0.0,0.0,0.0,30,,0,0,0,,{'generation_history': []}
3985,[*]CCCCCCCCCCCCCCCCOC(=O)CCC=CCCC(=O)O[*],[*]CCCCCCCCCCCCCCCCOC(=O)CCC=CCCC(=O)O[*],evolutionary_search,evolutionary,123,1,276,0.1552906036376953,True,False,1.0,0,6.169634819030762,6.169634819030762,0.0,0.0,0.0,38,,0,0,0,,{'generation_history': []}
3987,[*]C(=O)Nc1nc(C#N)c([*])n1C,[*]C(=O)Nc1nc(C#N)c([*])n1C,evolutionary_search,evolutionary,123,1,251,0.12381601333618164,True,False,1.0,0,3.8228373527526855,3.8228373527526855,0.0,0.0,0.0,129,,0,0,0,,{'generation_history': []}
4006,[*]C1(C)CC([*])(C)C(=O)N(C)C1=O,[*]C1(C)CC([*])(C)C(=O)N(C)C1=O,evolutionary_search,evolutionary,123,1,258,0.10122823715209961,True,False,1.0,0,5.390218734741211,5.390218734741211,0.0,0.0,0.0,46,,0,0,0,,{'generation_history': []}
4009,[*]CC1CCC(CNC(=O)CCCCCC(=O)N[*])CC1,[*]CC1CCC(CNC(=O)CCCCCC(=O)N[*])CC1,evolutionary_search,evolutionary,123,1,260,0.1038517951965332,True,False,1.0,0,5.983598232269287,5.983598232269287,0.0,0.0,0.0,20,,0,0,0,,{'generation_history': []}
4015,[*]CC([*])C(=O)OCC(F)(F)C(F)(F)OC(F)(F)F,[*]CC([*])C(=O)OCC(F)(F)C(F)(F)OC(F)(F)F,evolutionary_search,evolutionary,123,1,251,0.10676193237304688,True,False,1.0,0,6.651861190795898,6.651861190795898,0.0,0.0,0.0,45,,0,0,0,,{'generation_history': []}
4036,[*]CCCCCCOC(=O)OCCCCCCCCOC(=O)OCCCCCCn1c(=O)c2cc3c(=O)n([*])c(=O)c3cc2c1=O,[*]CCCCCCOC(=O)OCCCCCCCCOC(=O)OCCCCCCn1c(=O)c2cc3c(=O)n([*])c(=O)c3cc2c1=O,evolutionary_search,evolutionary,123,1,251,0.21237444877624512,True,False,1.0,0,3.856825351715088,3.856825351715088,0.0,0.0,0.0,16,,0,0,0,,{'generation_history': []}
4041,[*]CC(=O)NCCCCCCNC(=O)COC(=O)CCCCC(=O)O[*],[*]CC(=O)NCCCCCCNC(=O)COC(=O)CCCCC(=O)O[*],evolutionary_search,evolutionary,123,1,264,0.07429909706115723,True,False,1.0,0,6.064779758453369,6.064779758453369,0.0,0.0,0.0,21,,0,0,0,,{'generation_history': []}
4046,[*]Oc1ccc(S(=O)(=O)c2ccc(-c3ccc([*])cc3)cc2)cc1,[*]Oc1ccc(S(=O)(=O)c2ccc(-c3ccc([*])cc3)cc2)cc1,evolutionary_search,evolutionary,123,1,264,0.2971200942993164,True,False,1.0,0,3.8543455600738525,3.8543455600738525,0.0,0.0,0.0,155,,0,0,0,,{'generation_history': []}
4047,[*]Oc1ccc(NC(=O)c2cc(NC(=O)c3ccccc3)cc(C(=O)Nc3ccc([*])cc3)c2)cc1,[*]Oc1ccc(NC(=O)c2cc(NC(=O)c3ccccc3)cc(C(=O)Nc3ccc([*])cc3)c2)cc1,evolutionary_search,evolutionary,123,1,257,0.2778017520904541,True,False,1.0,0,3.5568106174468994,3.5568106174468994,0.0,0.0,0.0,69,,0,0,0,,{'generation_history': []}
4050,[*]CC(C)(CCC)C(=O)N[*],[*]CC(C)(CCC)C(=O)N[*],evolutionary_search,evolutionary,123,1,271,0.04837322235107422,True,False,1.0,0,5.773383617401123,5.773383617401123,0.0,0.0,0.0,40,,0,0,0,,{'generation_history': []}
4088,[*]CCCCOC(=O)CCCCCCCCC(=O)O[*],[*]CCCCOC(=O)CCCCCCCCC(=O)O[*],evolutionary_search,evolutionary,123,1,272,0.0785360336303711,True,False,1.0,0,6.658884048461914,6.658884048461914,0.0,0.0,0.0,33,,0,0,0,,{'generation_history': []}
4094,[*]Cc1ccc(CSSSS[*])cc1,[*]Cc1ccc(CSSSS[*])cc1,evolutionary_search,evolutionary,123,1,250,0.0906517505645752,True,False,1.0,0,3.643711566925049,3.643711566925049,0.0,0.0,0.0,57,,0,0,0,,{'generation_history': []}
